,n,const,sum,prod,polin,polin_horn,bub_sort,quick_sort,timsort
301,302,3.2000025385059416e-07,2.817999993567355e-05,2.182000025641173e-05,0.0009190200002194615,5.983999981253874e-05,0.0024990400001115632,0.005497640000248794,0.0018156400001316797
302,303,3.7999998312443497e-07,2.824000002874527e-05,2.285999980813358e-05,0.0009214599998813355,5.992000005790032e-05,0.0025378199999977367,0.005256279999957769,0.0018739400002232287
303,304,3.4000004234258085e-07,3.5559999741963114e-05,2.260000001115259e-05,0.0009272599996620557,6.03599997702986e-05,0.002553619999889634,0.0054441399999632266,0.0018603199998324272
304,305,2.9999973776284606e-07,2.7779999800259248e-05,2.156000009563286e-05,0.0009245799999916926,5.931999985477887e-05,0.002663040000334149,0.005489559999841731,0.0019681199999467937
305,306,3.399996785447001e-07,2.7459999910206533e-05,2.741999996942468e-05,0.0009537199999613222,6.780000003345777e-05,0.0027120800001284805,0.005843240000103833,0.0021953200001007646
306,307,3.7999998312443497e-07,3.059999980905559e-05,2.432000001135748e-05,0.0010763199999928475,6.580000008398202e-05,0.0027723800001695055,0.00549167999997735,0.0018835199996829032
307,308,3.1999989005271343e-07,2.7559999944060108e-05,2.1740000011050143e-05,0.0009379800001624971,6.109999994805549e-05,0.002605839999887394,0.005393239999830257,0.0018669600001885555
308,309,3.5999983083456755e-07,2.735999987635296e-05,2.1320000087143853e-05,0.0009351000000606291,6.130000001576263e-05,0.0026710199999797624,0.005484680000154185,0.002027559999987716
309,310,3.7999998312443497e-07,2.7579999732552095e-05,2.1999999808031136e-05,0.0009388399997988017,6.0040000244043766e-05,0.002580400000078953,0.005598340000142343,0.0018712999997660517
310,311,3.2000025385059416e-07,2.8500000189524145e-05,2.2019999960321002e-05,0.0009477999999944586,6.109999994805549e-05,0.0026150999998208134,0.0055346600001939805,0.0019155999998474726
311,312,3.600001946324483e-07,2.762000003713183e-05,2.198000001953915e-05,0.0009436799999093636,6.315999999060296e-05,0.0026902999998128507,0.005575740000131191,0.00188138000012259
312,313,3.4000004234258085e-07,2.7739999859477392e-05,2.198000001953915e-05,0.0009536599998682504,6.59000001178356e-05,0.002622960000007879,0.005583659999683732,0.0018824600003426895
313,314,3.399996785447001e-07,2.7939999927184545e-05,2.229999990959186e-05,0.0009542200001305901,6.203999982972164e-05,0.00261108000013337,0.00563637999985076,0.0019088399996689987
314,315,3.4000004234258085e-07,2.83800000033807e-05,2.2080000053392724e-05,0.0009577599998010555,6.297999971138779e-05,0.0028062800000043355,0.005719980000139913,0.0019887400001607604
315,316,3.1999989005271343e-07,2.7060000138590113e-05,2.16199998249067e-05,0.0009896999999909895,6.747999977960717e-05,0.002752359999794862,0.00582853999985673,0.0019524600000295322
316,317,3.4000004234258085e-07,2.76400001894217e-05,2.2360000002663583e-05,0.0009700800001155585,6.32800001767464e-05,0.0027483599998959106,0.0057487400001264176,0.0019209800000680843
317,318,3.2000025385059416e-07,2.8199999724165538e-05,2.4140000095940196e-05,0.0009660600000643172,6.436000003304799e-05,0.0027619600001344224,0.005834039999899687,0.0019257799998740666
318,319,3.1999989005271343e-07,2.803999996103812e-05,2.2659999740426428e-05,0.0010025799998402362,6.293999977060593e-05,0.0027991800001473167,0.006038619999890216,0.0020523600000160514
319,320,3.1999989005271343e-07,2.9460000223480166e-05,2.1800000104121865e-05,0.0009838800000579796,6.461999983002898e-05,0.0031618600001820595,0.005787300000156393,0.001960939999844413
320,321,3.4000004234258085e-07,2.83800000033807e-05,2.229999990959186e-05,0.0009868000001006295,6.333999990602024e-05,0.0028471400000853464,0.005912499999976717,0.0019165600002452265
321,322,3.0000010156072674e-07,2.7939999927184545e-05,2.2459999672719278e-05,0.0009667199999967124,6.204000019351951e-05,0.0028252999996766447,0.005942200000208686,0.00197041999999783
322,323,3.4000004234258085e-07,2.8519999978016132e-05,2.3379999765893446e-05,0.0009755800001585158,6.484000005002599e-05,0.0035778800000116464,0.006019340000057128,0.0020440000000235157
323,324,3.1999989005271343e-07,2.892000011343043e-05,2.2040000112610868e-05,0.0009862200000497977,6.477999995695427e-05,0.0028554000000440283,0.007306380000227364,0.0026117199999134756
324,325,4.0000013541430234e-07,3.109999997832347e-05,2.47199997829739e-05,0.0011630199998762692,6.834000014350749e-05,0.0031708800001069904,0.006537219999881927,0.0020090599999093685
325,326,3.4000004234258085e-07,2.796000007947441e-05,2.2000000171829015e-05,0.0010137199999007862,6.457999988924712e-05,0.0029240200001368066,0.006258559999696445,0.00206633999987389
326,327,4.4000007619615645e-07,4.039999985252507e-05,4.585999995470047e-05,0.0010168199998588535,6.302000001596752e-05,0.0029654800000571413,0.006146140000055311,0.002535580000039772
327,328,3.2000025385059416e-07,2.8219999876455404e-05,2.243999988422729e-05,0.0009949200000846758,6.419999990612269e-05,0.002965260000200942,0.006167640000057872,0.0020343800002592615
328,329,3.5999983083456755e-07,2.8359999851090835e-05,2.263999995193444e-05,0.001009400000111782,6.639999992330559e-05,0.0030537999999069145,0.006295700000191573,0.0021303199999238133
329,330,3.4000004234258085e-07,2.832000027410686e-05,2.2700000045006163e-05,0.001017100000171922,6.404000014299527e-05,0.0030691200001456307,0.006160860000090906,0.002043079999930342
330,331,3.2000025385059416e-07,2.8400000155670567e-05,2.7400000180932694e-05,0.0010095400000864174,6.601999994018115e-05,0.0030364999998710117,0.006311260000074981,0.002025860000139801
331,332,3.399996785447001e-07,2.8819999715778977e-05,2.286000017193146e-05,0.0010174400002142647,6.687999994028359e-05,0.0030274999997345732,0.0062503199998900525,0.0020862000001216074
332,333,3.2000025385059416e-07,2.88799998088507e-05,2.3379999765893446e-05,0.0010233199998765485,6.769999999960419e-05,0.0031350000001111765,0.0079137400000036,0.002228620000096271
333,334,3.5999983083456755e-07,2.9060000088065863e-05,2.3499999952036887e-05,0.0010172800000873394,7.116000015230383e-05,0.002960660000098869,0.006364159999793628,0.002565320000212523
334,335,3.1999989005271343e-07,3.040000010514632e-05,2.3520000104326756e-05,0.0010271199997077928,6.813999971200246e-05,0.003061700000034762,0.006383920000007493,0.0021844799997779774
335,336,3.9999977161642166e-07,2.846000024874229e-05,2.278000029036775e-05,0.0010238399998343084,6.66200001433026e-05,0.0031098600000404987,0.006546820000221487,0.002122180000151275
336,337,3.0000010156072674e-07,2.9039999935775997e-05,2.260000001115259e-05,0.0010387599999376108,6.618000006710644e-05,0.0031762399998115144,0.006488800000079209,0.0026382799998827975
337,338,3.2000025385059416e-07,2.941999991890043e-05,2.2979999994277022e-05,0.0010258199999952922,6.806000019423663e-05,0.0031208000000333413,0.00654078000006848,0.00224186000014015
338,339,3.8000034692231565e-07,2.888000017264858e-05,2.29199999012053e-05,0.0010297400000126799,6.833999977970962e-05,0.0032380399999965446,0.006715679999979329,0.002179979999709758
339,340,3.1999989005271343e-07,2.8699999893433416e-05,2.362000013818033e-05,0.001036999999996624,6.76800002111122e-05,0.0031100800002604955,0.006488360000003013,0.0021420400000351945
340,341,3.1999989005271343e-07,2.9859999995096586e-05,2.335999997740146e-05,0.0010341799999878277,6.85800001519965e-05,0.0032899000001634705,0.006544539999958942,0.0022017999999661697
341,342,3.4000004234258085e-07,2.8960000054212288e-05,2.3080000028130597e-05,0.0010442999999213498,6.766000005882233e-05,0.0030842000000120607,0.006562000000121771,0.0021208199999819045
342,343,3.4000004234258085e-07,2.8679999741143546e-05,2.280000007885974e-05,0.001126020000083372,0.00011657999966701027,0.003320539999913308,0.0066576599998370515,0.0022482599997601938
343,344,3.1999989005271343e-07,2.893999990192242e-05,2.2959999841987156e-05,0.0010651399999915157,7.000000005064066e-05,0.003305700000055367,0.006832760000179405,0.0021880399999645306
344,345,3.4000004234258085e-07,2.9019999783486127e-05,2.2779999926569872e-05,0.0010580800000752788,6.952000003366266e-05,0.003309179999996559,0.006797119999828283,0.002803000000130851
345,346,3.0000010156072674e-07,2.9319999885046855e-05,2.3499999952036887e-05,0.0010746999996626982,6.806000019423663e-05,0.003413960000034422,0.0070128800001839405,0.0021934000000328525
346,347,3.1999989005271343e-07,2.9060000088065863e-05,2.3539999892818743e-05,0.0010607200001686579,6.835999993199948e-05,0.0033262200002354804,0.006908660000044619,0.0023879999997006964
347,348,3.5999983083456755e-07,2.9119999817339702e-05,2.3220000002766028e-05,0.0010717999997723383,7.014000002527609e-05,0.0033789799999794923,0.0069922000002407,0.0022059000002627727
348,349,4.1999992390628903e-07,2.970000023196917e-05,2.3739999960525893e-05,0.0017099200002121506,0.00010511999971640762,0.003760099999999511,0.006905980000010459,0.0022400999998353653
349,350,3.4000004234258085e-07,2.9459999859682283e-05,2.3100000180420466e-05,0.001075660000060452,7.240000013553072e-05,0.003356239999993704,0.007128640000155428,0.00223946000005526
350,351,3.7999998312443497e-07,2.9100000028847715e-05,2.313999975740444e-05,0.0010812399999849732,7.330000007641502e-05,0.003415040000254521,0.007056620000003022,0.002441040000121575
351,352,3.4000004234258085e-07,3.045999983442016e-05,2.5959999766200782e-05,0.0010991200000717073,7.010000008449424e-05,0.0034744600001431537,0.007177880000017467,0.002271639999889885
352,353,3.1999989005271343e-07,3.0680000054417175e-05,2.395999981672503e-05,0.001091440000163857,7.120000009308569e-05,0.0035748199999943607,0.007210459999987507,0.002373979999902076
353,354,3.2000025385059416e-07,2.907999987655785e-05,2.333999982511159e-05,0.0011100199997599702,7.08799998392351e-05,0.0035693199999514034,0.00727474000013899,0.002310159999979078
354,355,3.4000004234258085e-07,2.98400002066046e-05,2.514000007067807e-05,0.001114400000005844,7.41399999242276e-05,0.003627060000144411,0.007368140000107814,0.0022582400000828785
355,356,3.0000010156072674e-07,2.9880000147386455e-05,2.3739999960525893e-05,0.0010995000000548316,7.172000005084556e-05,0.0034493200000724755,0.0077203400000144026,0.002288100000077975
356,357,3.1999989005271343e-07,2.9659999927389436e-05,2.38199998420896e-05,0.001122160000159056,7.114000000001397e-05,0.0035425000001851003,0.0073696600000403125,0.0024391599999944447
357,358,3.7999998312443497e-07,2.9800000265822747e-05,2.3720000172033906e-05,0.0011010199999873294,7.279999990714714e-05,0.0034500600002502326,0.007332940000196686,0.0023310600001423152
358,359,3.2000025385059416e-07,2.955999989353586e-05,2.362000013818033e-05,0.0011002200000802987,7.664000004297123e-05,0.003588260000105947,0.0073562199999287255,0.0023111800001061056
359,360,3.4000004234258085e-07,2.9060000088065863e-05,2.3779999901307745e-05,0.0011181999998370884,7.089999999152497e-05,0.0037668199998734052,0.008455459999822779,0.002817719999802648
360,361,4.600002284860238e-07,4.1619999683462085e-05,3.5940000088885427e-05,0.0017458399997849483,0.00010853999992832541,0.003933539999707136,0.008421040000030189,0.002414339999813819
361,362,3.0000010156072674e-07,3.2500000088475645e-05,2.4760000087553635e-05,0.0011300800000753953,7.713999984844122e-05,0.0037353399999119573,0.007411140000112937,0.002328800000032061
362,363,3.1999989005271343e-07,3.0239999978221023e-05,2.3880000298959203e-05,0.0011350399996445048,7.485999994969462e-05,0.0036610399998608044,0.007465299999967101,0.002410800000143354
363,364,2.9999973776284606e-07,2.9460000223480166e-05,2.432000001135748e-05,0.001100099999894155,7.09400002961047e-05,0.003646880000087549,0.00750871999989613,0.002355840000018361
364,365,3.2000025385059416e-07,3.0079999851295726e-05,2.43800001044292e-05,0.0011208200001419754,7.187999981397297e-05,0.0036481800001638477,0.007520740000109072,0.002365099999951781
365,366,3.4000004234258085e-07,2.930000009655487e-05,2.2899999748915434e-05,0.0011314200000924757,7.569999979750719e-05,0.0037200799997663125,0.007622619999892777,0.002393060000031255
366,367,3.4000004234258085e-07,2.950000016426202e-05,2.3799999689799732e-05,0.001131620000160183,7.334000001719687e-05,0.0037842400000954513,0.007800080000015442,0.0024779399998806186
367,368,3.0000010156072674e-07,3.073999978369102e-05,2.47199997829739e-05,0.001133539999864297,7.374000015261117e-05,0.0038210399998206412,0.007779660000232979,0.002467880000040168
368,369,3.7999998312443497e-07,3.0200000037439167e-05,2.410000015515834e-05,0.0011737199998606228,7.689999983995222e-05,0.0037258800002746284,0.007838840000113123,0.002526919999945676
369,370,4.1999992390628903e-07,3.0680000054417175e-05,2.4480000138282777e-05,0.00114291999998386,7.43799999327166e-05,0.0037705400001868837,0.007834460000231048,0.002393560000200523
370,371,3.7999998312443497e-07,3.085999996983446e-05,2.4919999850681053e-05,0.0011431599999923493,7.465999988198746e-05,0.003906019999703858,0.007776740000190329,0.002438319999782834
371,372,3.600001946324483e-07,3.0079999851295726e-05,2.4920000214478932e-05,0.0011440199999924517,7.433999999193475e-05,0.0038390800000343006,0.007877619999999298,0.002453579999928479
372,373,3.4000004234258085e-07,3.0340000012074598e-05,2.486000012140721e-05,0.0011396199999580859,7.56000001274515e-05,0.003856420000010985,0.007802640000227257,0.002525199999945471
373,374,3.1999989005271343e-07,3.0340000012074598e-05,2.486000012140721e-05,0.0011542799999006092,7.50399998651119e-05,0.003669799999988754,0.007936599999811732,0.002447019999817712
374,375,3.1999989005271343e-07,3.685999981826171e-05,2.4620000112918204e-05,0.0011689200000546407,7.561999991594348e-05,0.0040332200002012545,0.008073119999971822,0.0026629399999364978
375,376,4.5999986468814314e-07,3.0340000012074598e-05,2.4459999985992907e-05,0.0011644800000794931,7.453999969584402e-05,0.004001839999909862,0.008295519999956013,0.002786980000018957
376,377,3.4000004234258085e-07,3.0619999961345457e-05,2.514000007067807e-05,0.0011791599998105084,7.557999997516162e-05,0.00411019999992277,0.00839449999984936,0.0025933000000804896
377,378,3.1999989005271343e-07,3.064000011363532e-05,2.4760000087553635e-05,0.001161340000180644,7.506000001740176e-05,0.003949719999945955,0.008601879999696393,0.003016420000130893
378,379,4.0000013541430234e-07,3.0160000096657314e-05,2.4819999816827475e-05,0.001207820000126958,7.488000010198448e-05,0.003926159999900846,0.008245800000076997,0.0025983800001995404
379,380,3.4000004234258085e-07,3.0539999715983865e-05,2.452000007906463e-05,0.0011891599999216851,8.141999969666359e-05,0.004056320000017877,0.008316820000254665,0.0028120599999965634
380,381,3.4000004234258085e-07,3.0120000155875458e-05,2.444000019750092e-05,0.001180939999903785,7.772000026307069e-05,0.003957959999752347,0.008172940000076779,0.0025837000001047274
381,382,3.0000010156072674e-07,3.081999966525473e-05,2.47199997829739e-05,0.0011827800000901334,8.420000012847595e-05,0.004044480000084149,0.00836598000023514,0.002583800000138581
382,383,3.2000025385059416e-07,3.094000021519605e-05,2.52800000453135e-05,0.001192059999812045,7.640000003448222e-05,0.004086959999767714,0.00862730000008014,0.0026621799999702487
383,384,3.1999989005271343e-07,2.961999998660758e-05,3.543999991961755e-05,0.001178060000165715,7.880000011937228e-05,0.004088859999683336,0.008328140000230633,0.0025575400002708195
384,385,3.1999989005271343e-07,3.0680000054417175e-05,2.424000012979377e-05,0.0011905999999726191,7.781999993312638e-05,0.004112779999923077,0.008314560000144411,0.002564840000195545
385,386,3.7999998312443497e-07,3.1460000172955915e-05,2.5499999901512636e-05,0.0012079800002538833,8.49000000016531e-05,0.004184800000075484,0.008465540000179317,0.002587599999969825
386,387,3.4000004234258085e-07,3.2199999986914916e-05,2.567999981692992e-05,0.0012085599999409169,7.87799999670824e-05,0.0040968799999973275,0.008682700000281329,0.0027710999998816987
387,388,4.2000028770416976e-07,3.0680000054417175e-05,2.47800002398435e-05,0.0012229799998749514,7.791999996697996e-05,0.004247439999744529,0.008644559999811462,0.0030078600000706503
388,389,3.4000004234258085e-07,3.136000013910234e-05,2.567999981692992e-05,0.0011998599999060388,7.87000000855187e-05,0.004207759999917471,0.008969960000104037,0.0034012199997960125
389,390,3.399996785447001e-07,3.149999974993989e-05,2.5939999977708796e-05,0.0012064200000168057,8.067999988270458e-05,0.00421968000009656,0.008824579999782145,0.002622680000058608
390,391,3.5999983083456755e-07,3.212000010535121e-05,2.5660000028437933e-05,0.0012113599997974234,8.218000002671033e-05,0.004259779999847524,0.008705399999962537,0.0027216599999519532
391,392,4.600002284860238e-07,3.109999997832347e-05,2.5099999766098337e-05,0.0012168400000518887,7.9580000237911e-05,0.0042461000000912465,0.008927740000217455,0.002652980000129901
392,393,3.4000004234258085e-07,3.2160000046133064e-05,2.4979999943752772e-05,0.001231059999918216,7.939999995869585e-05,0.00449395999967237,0.009112280000044848,0.0029061799999908545
393,394,5.599998985417187e-07,3.550000001268927e-05,2.582000015536323e-05,0.0012192599999252707,8.027999974729028e-05,0.004279760000281385,0.009330000000045403,0.0026944400000502356
394,395,4.1999992390628903e-07,3.2300000020768495e-05,2.5539999842294493e-05,0.0012376200000289827,7.946000005176757e-05,0.004440239999894402,0.009329780000189202,0.0028257999998459126
395,396,4.600002284860238e-07,3.1520000266027634e-05,2.5660000028437933e-05,0.001231259999985923,7.921999967948068e-05,0.004382039999836706,0.00910461999992549,0.002992159999848809
396,397,4.0000013541430234e-07,3.1119999766815455e-05,2.555999999458436e-05,0.0012333599999692524,8.025999995879829e-05,0.00450992000005499,0.00890663999998651,0.002758220000032452
397,398,3.399996785447001e-07,3.14799999614479e-05,2.5520000053802506e-05,0.0012388000002829358,8.070000003499445e-05,0.004427619999842136,0.00918865999992704,0.0027062200002546887
398,399,3.1999989005271343e-07,3.093999985139817e-05,2.5520000053802506e-05,0.0012373599998682038,7.871999987401068e-05,0.004416660000060801,0.009058219999860739,0.0028589599998667834
399,400,3.1999989005271343e-07,3.138000029139221e-05,2.4960000155260785e-05,0.0012377799997921103,8.038000014494173e-05,0.004434200000105193,0.009341040000072099,0.002923740000187536
400,401,3.4000004234258085e-07,3.103999988525174e-05,2.4800000028335488e-05,0.0012449599998944905,8.132000002660788e-05,0.005267219999950612,0.010378039999704925,0.0030904600000212666
401,402,3.4000004234258085e-07,3.135999977530446e-05,2.4759999723755756e-05,0.0012507399998867186,8.128000008582603e-05,0.004435059999741498,0.01114529999977094,0.0030334399998537265
402,403,3.4000004234258085e-07,3.096000000368804e-05,2.7240000054007397e-05,0.0012703399999736576,7.921999967948068e-05,0.0045306600000913026,0.00990462000008847,0.0034074600000167264
403,404,4.1999992390628903e-07,3.300000025774352e-05,2.8280000333325005e-05,0.0014417599999433151,8.668000009492971e-05,0.0048031800000899235,0.009946239999771933,0.004126300000280025
404,405,5.40000110049732e-07,4.606000002240762e-05,3.901999989466276e-05,0.0020058999998582294,0.0001249400000233436,0.0048891599999478785,0.010182060000079218,0.002823820000048727
405,406,3.7999998312443497e-07,3.292000001238193e-05,2.5380000079167075e-05,0.0012787600000592648,8.022000001801643e-05,0.004706859999714652,0.00971291999994719,0.0036663399998360545
406,407,3.2000025385059416e-07,3.0520000291289764e-05,2.4959999791462906e-05,0.001337200000125449,8.152000009431504e-05,0.004637780000120983,0.009955360000094515,0.003288419999807957
407,408,3.5999983083456755e-07,3.355999979248736e-05,3.1600000147591346e-05,0.001301479999892763,8.7100000018836e-05,0.004684660000202711,0.00996158000016294,0.002799379999851226
408,409,4.399997123982757e-07,4.9299999955110255e-05,2.734000008786097e-05,0.0012406199999531963,8.118000005197246e-05,0.004866039999978966,0.012230940000154077,0.002998700000171084
409,410,3.7999998312443497e-07,3.0680000054417175e-05,2.39799999690149e-05,0.0012953800000104821,8.104000007733703e-05,0.004781020000154968,0.010859640000126092,0.0030715400000190128
410,411,3.2000025385059416e-07,3.196000034222379e-05,2.569999996921979e-05,0.0012748599998303688,8.15600000350969e-05,0.004728880000038771,0.009711919999972451,0.0032731200000853276
411,412,3.7999998312443497e-07,3.276000024925452e-05,2.5959999766200782e-05,0.0012807399998564506,8.218000002671033e-05,0.00482927999983076,0.009756360000028507,0.003599700000268058
412,413,3.4000004234258085e-07,3.150000011373777e-05,2.57799998507835e-05,0.00129826000011235,8.221999996749219e-05,0.004781139999977313,0.009905319999961647,0.0032749800000601683
413,414,4.799996531801298e-07,3.192000003764406e-05,2.567999981692992e-05,0.0013003800002479692,8.425999985774978e-05,0.004814579999947455,0.009972239999842713,0.0028577999997651204
414,415,3.5999983083456755e-07,3.182000000379048e-05,2.533999977458734e-05,0.0013125199999194591,8.200000011129304e-05,0.00481389999986277,0.009686380000130158,0.0029690999999729684
415,416,3.1999989005271343e-07,3.1519999902229755e-05,2.581999979156535e-05,0.0013292999999976018,8.761999997659586e-05,0.0049128200000268405,0.010189319999699364,0.003074859999833279
416,417,3.4000004234258085e-07,3.1460000172955915e-05,2.5780000214581378e-05,0.001296360000196728,8.272000013676006e-05,0.004957339999964461,0.009860400000252411,0.002968239999972866
417,418,3.1999989005271343e-07,3.3180000173160806e-05,2.6400000206194817e-05,0.0012814200003049337,8.249999991676305e-05,0.004936579999775858,0.01032545999987633,0.003906479999932344
418,419,3.1999989005271343e-07,3.1660000240663065e-05,2.542000001994893e-05,0.0013094000001729,8.11400001111906e-05,0.0047435399999812946,0.01008748000022024,0.003183319999880041
419,420,3.600001946324483e-07,3.173999975842889e-05,2.562000008765608e-05,0.0013069799999357202,8.55400001455564e-05,0.005161760000191862,0.011008339999898453,0.0036832000001595588
420,421,3.4000004234258085e-07,3.1519999902229755e-05,2.548000011302065e-05,0.0013258199996926123,8.633999968878924e-05,0.005053220000263536,0.010139279999930296,0.0032061600002634806
421,422,3.4000004234258085e-07,3.203999985998962e-05,2.616000019770581e-05,0.0013388200000918004,8.507999991707038e-05,0.005003319999741507,0.010226459999830694,0.002923440000085975
422,423,3.8000034692231565e-07,3.550000001268927e-05,2.638000005390495e-05,0.0013290999999298948,8.711999980732798e-05,0.004986579999967944,0.011393180000231951,0.003480900000067777
423,424,3.4000004234258085e-07,3.319999996165279e-05,2.8980000206502154e-05,0.0013158800000383053,8.34399997984292e-05,0.005813499999931082,0.01144215999993321,0.003517400000055204
424,425,3.4000004234258085e-07,3.2500000088475645e-05,2.6079999952344223e-05,0.0013211000001319916,8.534000007784926e-05,0.00513089999985823,0.010126099999979488,0.003799079999953392
425,426,3.4000004234258085e-07,3.3239999902434646e-05,2.673999988473952e-05,0.0013507799998478732,8.60599997395184e-05,0.005101899999863236,0.010526460000255611,0.003316899999845191
426,427,3.1999989005271343e-07,3.50799997249851e-05,2.626000023155939e-05,0.001331400000344729,8.288000026368536e-05,0.005139319999943837,0.010264299999835202,0.0034536999999545516
427,428,3.4000004234258085e-07,3.1660000240663065e-05,2.8060000113327986e-05,0.0013230399999883957,9.333999987575226e-05,0.00539865999999165,0.010627220000242233,0.00365483999994467
428,429,5.599998985417187e-07,4.64000000647502e-05,4.034000012325123e-05,0.0021023999997851206,0.0001268200001504738,0.0055016199999954555,0.01049669999993057,0.003084360000138986
429,430,3.1999989005271343e-07,3.2060000012279485e-05,2.624000007926952e-05,0.0013194000002840767,8.727999993425328e-05,0.004983960000026854,0.010365239999737241,0.003690679999999702
430,431,3.4000004234258085e-07,3.2300000020768495e-05,2.6820000130101107e-05,0.0013408399998297682,8.7340000027325e-05,0.005301780000081635,0.011931060000279103,0.0030839999999443535
431,432,3.600001946324483e-07,3.2759999885456634e-05,2.6959999740938655e-05,0.0013410200001089834,8.49799998832168e-05,0.005665520000184188,0.010709920000226702,0.00310325999998895
432,433,3.7999998312443497e-07,3.725999995367602e-05,2.6679999791667797e-05,0.0013427199999568983,8.39199998154072e-05,0.005603760000303737,0.010691980000046897,0.0038847600000735836
433,434,3.2000025385059416e-07,3.305999998701736e-05,2.6079999952344223e-05,0.001346440000270377,8.809999999357388e-05,0.005262199999924633,0.01128156000013405,0.0030845000001136214
434,435,3.4000004234258085e-07,3.1860000308370215e-05,2.6219999926979654e-05,0.001343079999787733,8.67600003402913e-05,0.005300440000064554,0.010914640000191867,0.003722059999927296
435,436,3.1999989005271343e-07,3.259999975853134e-05,2.6900000011664816e-05,0.0013516000002709917,8.895999999367633e-05,0.005356179999944288,0.01075278000025719,0.003100560000166297
436,437,3.399996785447001e-07,3.2700000156182794e-05,2.6760000037029385e-05,0.001510940000298433,9.173999969789293e-05,0.005444020000140881,0.010712000000057741,0.0031606799999281065
437,438,3.9999977161642166e-07,3.302000004623551e-05,2.6679999791667797e-05,0.0013933199999883073,8.627999995951541e-05,0.005490859999918029,0.01080556000015349,0.0033809200001996944
438,439,4.1999992390628903e-07,3.6639999962062575e-05,2.8979999842704274e-05,0.0015749600002891383,8.989999987534248e-05,0.005682579999847804,0.011987719999888213,0.004075039999952424
439,440,3.5999983083456755e-07,3.2700000156182794e-05,2.7160000172443688e-05,0.001361660000111442,8.945999979914632e-05,0.005464800000117976,0.011134999999922002,0.003132960000220919
440,441,4.0000013541430234e-07,3.380000016477425e-05,2.720000011322554e-05,0.001354640000135987,8.981999999377877e-05,0.006507020000208285,0.010987439999735216,0.003548379999847384
441,442,3.600001946324483e-07,3.437999985180795e-05,2.666000000317581e-05,0.0013889800000470131,9.16600001801271e-05,0.0055383799997798635,0.010955359999934444,0.003390720000243164
442,443,3.4000004234258085e-07,3.2699999792384915e-05,2.688000022317283e-05,0.0013724799999181414,8.914000027289148e-05,0.00556481999992684,0.011342679999870597,0.0034373999998933867
443,444,4.2000028770416976e-07,3.2840000130818225e-05,2.7140000020153822e-05,0.0013588800000434275,9.057999996002764e-05,0.005296699999962584,0.012202519999846118,0.003189079999719979
444,445,3.399996785447001e-07,3.218000019842293e-05,2.6680000155465676e-05,0.0013871200000721729,8.933999997680075e-05,0.005467140000109794,0.011315539999850443,0.003261679999923217
445,446,3.1999989005271343e-07,3.268000000389293e-05,2.679999997781124e-05,0.0013925999999628402,8.802000011201016e-05,0.00567665999988094,0.011224919999949633,0.003921239999908721
446,447,3.4000004234258085e-07,3.226000007998664e-05,2.686000007088296e-05,0.0014002399999299086,9.004000021377579e-05,0.005737140000201179,0.011728640000001178,0.003907880000042496
447,448,3.4000004234258085e-07,3.329999999550637e-05,2.7880000197910702e-05,0.0013934800001152326,9.078000002773478e-05,0.005718939999860595,0.01153859999976703,0.0032468999997945502
448,449,3.1999989005271343e-07,3.2359999750042334e-05,2.7860000045620836e-05,0.0014046200001757824,8.907999981602188e-05,0.005809620000218274,0.012882659999741008,0.0032252400000288618
449,450,3.600001946324483e-07,3.43399999110261e-05,2.6720000096247532e-05,0.0014120800002274335,9.10999999177875e-05,0.00564912000008917,0.011775879999913742,0.0034375000002910385
450,451,3.4000004234258085e-07,3.242000020691194e-05,3.0019999758224004e-05,0.0014539200001308927,8.912000012060162e-05,0.00571377999985998,0.015072040000086417,0.0034242400000948693
451,452,3.1999989005271343e-07,3.3439999970141796e-05,2.730000014707912e-05,0.0014048799999727634,9.119999995164108e-05,0.006000259999927949,0.011515119999967283,0.00327878000025521
452,453,3.600001946324483e-07,3.4919999961857684e-05,2.6820000130101107e-05,0.0014150999999401393,9.425999996892642e-05,0.00583970000006957,0.012410839999938616,0.004268759999831673
453,454,3.4000004234258085e-07,3.5859999843523835e-05,2.964000013889745e-05,0.0016175200002180646,9.63200000114739e-05,0.006097980000049574,0.011670579999918117,0.003522199999861186
454,455,3.600001946324483e-07,3.615999994508456e-05,3.011999979207758e-05,0.0016082800000731367,9.869999994407407e-05,0.006346960000155377,0.012104099999851315,0.004115059999821824
455,456,4.800000169780105e-07,3.460000007180497e-05,2.7559999944060108e-05,0.0014365999999427005,9.343999990960584e-05,0.005920580000019981,0.011911379999946802,0.0033428800001274795
456,457,4.5999986468814314e-07,3.351999985170551e-05,2.7460000274004416e-05,0.001428460000170162,0.00010447999993630219,0.005866560000140453,0.011984360000133166,0.003416379999907804
457,458,3.4000004234258085e-07,3.3939999775611794e-05,2.7579999732552095e-05,0.0014468800000031479,9.415999993507284e-05,0.007049860000188346,0.012576479999916046,0.0033745799999451266
458,459,3.5999983083456755e-07,3.429999997024424e-05,2.7239999690209514e-05,0.0014252799999667331,9.33799998165341e-05,0.005972340000153053,0.01363283999999112,0.0046616999999969265
459,460,4.4000007619615645e-07,3.662000017357059e-05,3.011999979207758e-05,0.001639699999941513,9.783999994397163e-05,0.00645278000010876,0.01223606000021391,0.0033803600003011526
