,Unnamed: 0,n,const,sum,prod,polin,polin_horn,bub_sort,quick_sort,timsort
309,309,310,6.999995093792677e-07,2.6199988496955486e-06,1.650000049266964e-05,0.0010029400000348687,6.130000001576263e-05,0.012464999999792779,0.000570279999737977,0.0011602400001720526
310,310,311,6.800000846851617e-07,2.6599991542752832e-06,1.6560000221943483e-05,0.0010669199997209943,5.6559999939054245e-05,0.012927080000008574,0.0005897999999433522,0.0011431199993239714
311,311,312,7.400001777568831e-07,2.6000001525972038e-06,1.6640000103507192e-05,0.0010495399998035279,6.217999980435705e-05,0.01333552000032796,0.0006824799998867093,0.0011917200004972982
312,312,313,7.999995432328433e-07,2.620000304887071e-06,1.6640001558698713e-05,0.0012254800003574928,6.6319999677944e-05,0.013910519999626558,0.000611859999844455,0.0011517800001456635
313,313,314,7.199996616691352e-07,2.5599991204217075e-06,1.6700001287972556e-05,0.0010699200000090056,6.177999966894276e-05,0.01303996000024199,0.0006333399996947263,0.0011640400000032971
314,314,315,7.199996616691352e-07,2.6799993065651505e-06,1.671999925747514e-05,0.0010163999999349472,6.0600000142585483e-05,0.0130838599994604,0.0005723999998735963,0.0011324400002195034
315,315,316,6.800004484830424e-07,2.61999957729131e-06,1.6680000408086924e-05,0.0011207400006242095,6.66800006001722e-05,0.01342274000053294,0.0005960999998933402,0.0011736999993445351
316,316,317,6.599999323952943e-07,2.6000001525972038e-06,1.677999971434474e-05,0.0010725800002546748,6.27800003712764e-05,0.013462599999911616,0.0006210800002008909,0.0012014799995085925
317,317,318,1.1000000085914508e-06,2.740001218626276e-06,1.6880000475794078e-05,0.001182619999963208,6.751999972038902e-05,0.013962500000343426,0.0006226000004971867,0.0011447000004409346
318,318,319,8.399998478125781e-07,2.6599998818710445e-06,1.725999973132275e-05,0.0010632600002281833,6.359999970300123e-05,0.01375317999991239,0.0006375399996613849,0.0011977400004980151
319,319,320,8.799994247965513e-07,2.640000457176939e-06,1.697999978205189e-05,0.0010245400000712837,6.346000045596157e-05,0.014443840000240016,0.0006313600002613383,0.0011890000001585574
320,320,321,9.800001862458886e-07,2.620000304887071e-06,1.689999990048818e-05,0.0011058799998863833,5.686000004061498e-05,0.0137741400001687,0.000641399999949499,0.0012136799996369518
321,321,322,7.400001777568831e-07,2.859999949578196e-06,1.703999878372997e-05,0.001033140000072308,6.422000005841255e-05,0.013813440000740229,0.0006243799998628674,0.0012130600000091365
322,322,323,8.200000593205915e-07,2.7199996111448856e-06,1.7220000154338776e-05,0.000983759999871836,5.90200004808139e-05,0.01354609999943932,0.0006216199999471428,0.0012377400002151265
323,323,324,8.20000423118472e-07,2.7599999157246202e-06,1.7159999697469174e-05,0.0010566399996605467,6.709999943268485e-05,0.013880880000215257,0.0005745400001615053,0.0012273399992409394
324,324,325,7.599999662488698e-07,2.6599998818710445e-06,1.7159999697469174e-05,0.001085619999867049,6.208000013430137e-05,0.0147212000003492,0.0006430599998566322,0.0012307600001804529
325,325,326,7.799997547408565e-07,2.699999458855018e-06,1.725999973132275e-05,0.0010770599998068064,6.489999977929984e-05,0.014353200000186916,0.0006467400002293287,0.0012529799998446836
326,326,327,8.400002116104588e-07,2.939999831141904e-06,1.7439999646740033e-05,0.0010996600001817569,7.15199999831384e-05,0.014243200000055366,0.000650580000001355,0.0012480200006393714
327,327,328,8.600000001024454e-07,2.720001066336408e-06,1.7380000645061956e-05,0.001104080000004615,6.508000042231288e-05,0.013938660000349046,0.000623999999879743,0.0012476199997763615
328,328,329,6.399994163075461e-07,2.7799993404187263e-06,1.7579999985173343e-05,0.0010689800001273397,6.0780000058002774e-05,0.014586380000400825,0.0006318399995507207,0.001230579999173642
329,329,330,7.400001777568831e-07,2.759999188128859e-06,1.762000028975308e-05,0.0010158599994610994,6.516000030387659e-05,0.014687219999905209,0.0006374799999321112,0.0012729000001854732
330,330,331,7.400005415547639e-07,2.939999831141904e-06,1.7859999206848443e-05,0.001053739999770187,6.526000033773016e-05,0.014747820000047797,0.0007061200001771794,0.0012252400003490039
331,331,332,6.800000846851617e-07,2.739999763434753e-06,1.754000040818937e-05,0.0011275200002273775,6.467999955930281e-05,0.014569220000339556,0.0006402800005162135,0.0012724799998977687
332,332,333,6.599992047995329e-07,2.6799985789693893e-06,1.742000022204593e-05,0.0010704999996960396,6.628000010096002e-05,0.016078360000028626,0.0007189200005086606,0.0017529599997942568
333,333,334,1.079999856301583e-06,2.2799998987466096e-06,1.6700000560376794e-05,0.001133760000084294,6.0959999973420044e-05,0.01492050000015297,0.0006460000004153699,0.0011969200000748967
334,334,335,8.600000001024454e-07,2.3200002033263447e-06,1.6799999139038845e-05,0.0010753799993835854,6.296000065049156e-05,0.015059459999611138,0.0006434800005081343,0.0012816599999496247
335,335,336,8.000002708286047e-07,2.0999992557335646e-06,1.6780000441940503e-05,0.0012975199999345933,7.212000055005774e-05,0.01532606000000669,0.0006480799998826116,0.0012889400000858585
336,336,337,6.800004484830424e-07,2.1799998648930343e-06,1.699999993434176e-05,0.001067020000118646,6.754000023647677e-05,0.01519880000014382,0.0006689599998935591,0.001271939999787719
337,337,338,6.400001439033075e-07,2.200000744778663e-06,1.6920000780373813e-05,0.0011592400001973144,6.171999993966892e-05,0.01598307999993267,0.0007264599997142795,0.0013756000000284985
338,338,339,7.799997547408565e-07,2.2399988665711133e-06,1.7279999156016856e-05,0.0012258800001291091,7.470000018656719e-05,0.01625097999967693,0.0007187400005932433,0.0012868400004663269
339,339,340,7.200000254670157e-07,2.359999780310318e-06,1.7160000425064936e-05,0.0011565400007384596,6.794000037189108e-05,0.015479799999957322,0.0007009000000834932,0.001306520000071032
340,340,341,7.399998139590025e-07,2.200000744778663e-06,1.7179999849759044e-05,0.0011440400001447415,7.064000019454397e-05,0.015646520000154852,0.0006496800004242686,0.0013151400002243464
341,341,342,8.200000593205915e-07,2.2599997464567423e-06,1.7220000154338776e-05,0.0011200000004464527,6.251999984669964e-05,0.015502239999841547,0.000660539999807952,0.0013070800003333715
342,342,343,8.399998478125781e-07,2.2999993234407157e-06,1.725999900372699e-05,0.001145840000390308,6.256000015127938e-05,0.015487460000076681,0.0007219800008897438,0.0013011599996389125
343,343,344,7.799997547408565e-07,2.2000014723744245e-06,1.7759999900590627e-05,0.0011304999999993016,6.835999956820161e-05,0.015752659999998288,0.0006609200001548742,0.0013366800005314872
344,344,345,7.800001185387373e-07,2.22000089706853e-06,1.793999981600791e-05,0.001121120000607334,7.21799999155337e-05,0.015582020000147169,0.0006713800001307389,0.0013392599998041988
345,345,346,8.600000001024454e-07,2.2600004740525035e-06,1.7320000188192354e-05,0.0011556599998584715,6.898000028741082e-05,0.01630678000037733,0.0006880199995066505,0.001325880000149482
346,346,347,7.000002369750291e-07,2.42000023717992e-06,1.728000061120838e-05,0.0011723800002073404,6.997999953455292e-05,0.016348139999536215,0.0007031600001937478,0.0013192200000048614
347,347,348,7.999995432328433e-07,2.4199995095841587e-06,1.7460001254221423e-05,0.0011691200001223482,6.777999951737001e-05,0.01613203999986581,0.0006859999997686827,0.0013359000000491507
348,348,349,8.999995770864189e-07,2.300001506228e-06,1.7460000526625664e-05,0.0010888400007388554,7.027999999991154e-05,0.016734540000470588,0.0006642799999099225,0.0013528600004065086
349,349,350,7.799993909429759e-07,2.1599975298158824e-06,1.7500000103609638e-05,0.0011746200001653052,6.920000014360994e-05,0.016579120000096738,0.0006947200003196485,0.0013708000002225162
350,350,351,1.0600004316074774e-06,2.22000089706853e-06,1.7579999257577585e-05,0.0011762000001908745,6.426000036299228e-05,0.017035379999651924,0.0007817800000339048,0.001367539999773726
351,351,352,8.400002116104588e-07,2.3200002033263447e-06,1.7780000052880496e-05,0.0012828999999328515,6.98199997714255e-05,0.016501859999698353,0.0007101200004399289,0.0013456399996357505
352,352,353,8.000002708286047e-07,2.2800006263423713e-06,1.7719999596010895e-05,0.0011718400004610886,6.984000028751324e-05,0.0166945000000851,0.0006493599994428223,0.001402379999126424
353,353,354,6.599999323952943e-07,2.2800006263423713e-06,1.7659999866737052e-05,0.0011974400000326567,7.475999991584104e-05,0.01696091999983764,0.0006501400002889567,0.0014459799993346678
354,354,355,6.199996278155595e-07,2.2199994418770077e-06,1.7699999443721026e-05,0.0012260399998922367,7.240000013553073e-05,0.016773899999679997,0.0006997200005571357,0.0014060999998037006
355,355,356,8.600000001024454e-07,2.5999994250014425e-06,1.7919998936122283e-05,0.0011977199999819276,7.467999967047946e-05,0.017987799999900744,0.0007110199996532174,0.0014177799996105025
356,356,357,7.599999662488698e-07,2.340000355616212e-06,1.782000108505599e-05,0.0012224599995533936,7.085999932314735e-05,0.01741126000051736,0.0007103800002369098,0.0014248600000428267
357,357,358,8.400002116104588e-07,2.2800006263423713e-06,1.7840000509750098e-05,0.0012166399999841814,7.052000000840053e-05,0.017628660000264064,0.0007278599994606338,0.0014118799994321306
358,358,359,7.199996616691352e-07,2.3000007786322386e-06,1.791999820852652e-05,0.0013721800001803785,7.792000033077784e-05,0.017431500000020604,0.0007020599994575603,0.0014253800000005867
359,359,360,7.000002369750291e-07,2.22000089706853e-06,1.8020000425167382e-05,0.0011934199999814154,7.502000007661991e-05,0.01891853999950399,0.0007484199999453268,0.002004479999959585
360,360,361,7.800001185387373e-07,2.2000000171829016e-06,1.801999969757162e-05,0.0013758799999777696,7.758000028843525e-05,0.018152099999497292,0.000711339999907068,0.0014283799999248005
361,361,362,9.79999458650127e-07,2.3200002033263447e-06,1.803999984986149e-05,0.0012087999992218099,7.661999952688348e-05,0.018223300000317976,0.0006864399998448789,0.0014753399998880922
362,362,363,6.799997208872811e-07,2.300000051036477e-06,1.8140000611310826e-05,0.0012138800007960525,6.580000008398202e-05,0.017771859999993467,0.0007076199995935895,0.001446120000036899
363,363,364,7.599996024509892e-07,2.340000355616212e-06,1.8420000560581685e-05,0.001106679999793414,7.086000005074311e-05,0.01807972000024165,0.0008219400002417388,0.0015087399999174525
364,364,365,1.0399999155197293e-06,2.2799998987466096e-06,1.8319999071536586e-05,0.0012291399998503039,7.236000019474886e-05,0.017650140000114334,0.0006974600000830832,0.0014644200000475394
365,365,366,7.999995432328433e-07,2.2799998987466096e-06,1.829999964684248e-05,0.001195160000497708,7.438000029651448e-05,0.01821254000060435,0.0007168000000092432,0.001464819999819156
366,366,367,6.999995093792677e-07,2.4000000848900527e-06,1.822000049287453e-05,0.0012557600002764955,7.683999938308261e-05,0.018218000000342727,0.0006780999996408353,0.0014641799996752524
367,367,368,8.799997885944323e-07,2.320001658517867e-06,1.829999964684248e-05,0.0012511799999629148,7.613999950990546e-05,0.01833464000010281,0.0007461200002580881,0.0014174599997204495
368,368,369,8.600003639003261e-07,2.3399996280204503e-06,1.8519999139243736e-05,0.0012571800005389375,7.3339999653399e-05,0.01807038000006287,0.0007564999996247933,0.0014716399997269035
369,369,370,8.399998478125781e-07,2.3399996280204503e-06,1.883999939309433e-05,0.0012575400000059745,7.337999959418083e-05,0.018480279999494087,0.0007360599996900419,0.001518699999724049
370,370,371,6.800000846851617e-07,2.3399996280204503e-06,1.886000100057572e-05,0.0013190199999371544,7.389999955194069e-05,0.0188216000002285,0.0007293800001207274,0.0015399200001411373
371,371,372,7.600003300467507e-07,2.359999780310318e-06,1.8540000019129367e-05,0.0012565600001835265,7.354000008490403e-05,0.018573019999166718,0.0007294200000615093,0.001527959999293671
372,372,373,7.400001777568831e-07,2.3800006601959466e-06,1.8759999511530624e-05,0.0012410999992425787,7.540000005974434e-05,0.01902734000032069,0.0007403599996905541,0.0015052799994009548
373,373,374,9.799998224480075e-07,2.3599990527145564e-06,1.8640000052982942e-05,0.0012780799999745796,7.719999994151294e-05,0.01900349999959872,0.0007040200001938501,0.0015095999999175547
374,374,375,6.599999323952943e-07,2.359999780310318e-06,1.8619999900693073e-05,0.0012674400004470956,7.531999981438275e-05,0.019364520000453918,0.0007430200003000209,0.0015109800002392148
375,375,376,7.799997547408565e-07,2.3600005079060793e-06,1.8779998936224728e-05,0.0012890399997559144,7.461999994120559e-05,0.01908125999980257,0.0007841600003303027,0.0015199600002233635
376,376,377,6.599995685974137e-07,2.3799999326001854e-06,2.0680000307038427e-05,0.0014131399999314453,7.866000014473684e-05,0.0192592200004583,0.0007777400005579692,0.001530040000216104
377,377,378,6.399997801054269e-07,2.4199995095841587e-06,1.981999957934022e-05,0.0013255799996841234,7.444000002578832e-05,0.019304980000379147,0.0007835200001863995,0.0015137799997319234
378,378,379,8.599996363045649e-07,2.3999993572942914e-06,1.8820000695995988e-05,0.0012877399993158178,7.540000042354223e-05,0.01985601999986102,0.0007458000000042375,0.0015377600004285342
379,379,380,7.800001185387373e-07,2.400000812485814e-06,1.89200000022538e-05,0.0012761999998474494,7.819999991625082e-05,0.021941440000227887,0.000771599999643513,0.0015293800002837087
380,380,381,6.799997208872811e-07,2.4000000848900527e-06,1.8939999426947908e-05,0.0014586000001145295,8.164000028045847e-05,0.01980015999979514,0.0008564199993998045,0.0017049399997631554
381,381,382,8.199996955227106e-07,2.640000457176939e-06,1.7700000171316788e-05,0.0013073000001895708,7.595999959448818e-05,0.020427039999776752,0.000739400000020396,0.0015057000004162547
382,382,383,7.200003892648966e-07,2.5600005756132304e-06,1.773999974830076e-05,0.0014418000002478948,7.641999982297421e-05,0.020107740000094056,0.0007747400002699577,0.0015359600001829676
383,383,384,7.400005415547639e-07,2.400000812485814e-06,1.7719999596010895e-05,0.0013102000000799307,7.50599996536039e-05,0.01954096000008576,0.0007605200000398327,0.0014882399991620332
384,384,385,8.20000423118472e-07,2.3200002033263447e-06,1.776000135578215e-05,0.0012809400002879554,6.979999998293351e-05,0.01985789999962435,0.0007848799992643763,0.0015434800003276904
385,385,386,7.600003300467507e-07,2.42000023717992e-06,1.8019998969975858e-05,0.0013188200002332453,7.353999972110614e-05,0.020097280000118192,0.0007622199995239497,0.0016129599993291775
386,386,387,7.399998139590025e-07,2.4199995095841587e-06,1.919999995152466e-05,0.0013210600001912099,7.893999973020981e-05,0.020478320000256643,0.0007924399997136787,0.0015781999998580431
387,387,388,7.200000254670157e-07,2.3799999326001854e-06,1.9260001135990023e-05,0.001323239999692305,8.277999986603391e-05,0.02063111999959801,0.000786579999839887,0.0015630800007784273
388,388,389,6.800004484830424e-07,2.3799992050044237e-06,1.7999999545281754e-05,0.0014290999995864695,8.404000036534854e-05,0.02130938000045717,0.0007943200005684048,0.0015678799998568138
389,389,390,7.599996024509892e-07,2.4799999664537607e-06,1.7900000239023937e-05,0.0012759199998981785,7.54200002120342e-05,0.02048146000051929,0.0007405399999697692,0.001569539999763947
390,390,391,6.999998731771484e-07,2.3799999326001854e-06,1.8119999003829436e-05,0.0013106399994285312,7.743999995000195e-05,0.020722540000497246,0.0007707200002187165,0.0016098799998871985
391,391,392,6.999995093792677e-07,2.4000000848900527e-06,1.8539999291533605e-05,0.0013908599998103456,7.818000012775882e-05,0.02131532000057632,0.0008786200000031384,0.0015986800000973745
392,392,393,7.399998139590025e-07,2.4799999664537607e-06,1.961999951163307e-05,0.001301400000374997,6.919999977981208e-05,0.020859740000378223,0.0007817000001523411,0.001584260000527138
393,393,394,7.800001185387373e-07,2.460000541759655e-06,1.953999963006936e-05,0.0012343999998847722,7.915999958640896e-05,0.021190240000578345,0.0007676800007175189,0.0016473799998493633
394,394,395,9.799998224480075e-07,2.4599998141638934e-06,2.0280000171624124e-05,0.0013528599996789127,0.00010752000016509556,0.02111665999982506,0.0007988400000613182,0.001669959999708226
395,395,396,6.599995685974137e-07,2.4799999664537607e-06,1.9600000086938962e-05,0.001313320000190288,8.025999995879829e-05,0.021121360000324784,0.0008075799996731803,0.0016133400000398976
396,396,397,7.200003892648966e-07,2.4599998141638934e-06,1.976000057766214e-05,0.001353719999679015,8.015999992494471e-05,0.021558460000233027,0.0010830200000782498,0.0016219799999817044
397,397,398,1.0399999155197293e-06,2.4799999664537607e-06,1.9800000154646112e-05,0.0015577999998640734,8.428000001003966e-05,0.02218237999986741,0.0008163799997419119,0.001660740000079386
398,398,399,8.600000001024454e-07,2.439999661874026e-06,1.976000057766214e-05,0.0013576000001194188,7.901999961177353e-05,0.021820459999798914,0.0007827999997971348,0.0016593199994531461
399,399,400,9.400006092619152e-07,2.4799999664537607e-06,1.990000091609545e-05,0.0012987199999770385,8.023999980650842e-05,0.02190093999997771,0.0008310600002005232,0.0016658200005622349
400,400,401,8.000006346264854e-07,2.439999661874026e-06,2.0220000442350285e-05,0.0013808600004267646,8.333999976457562e-05,0.02219266000029165,0.000777120000202558,0.0017465999997511973
401,401,402,7.199996616691352e-07,2.4799999664537607e-06,1.9999999494757503e-05,0.0013877000004868026,7.974000000103843e-05,0.022329540000282574,0.0007917599996289938,0.0016587399997661126
402,402,403,7.999995432328433e-07,2.519999543437734e-06,1.9939999765483664e-05,0.0015038400004414145,8.637999962957109e-05,0.022364359999846786,0.0008089999995718244,0.0016243999994912882
403,403,404,8.200000593205915e-07,2.4199995095841587e-06,2.0360000780783595e-05,0.0013116200003423727,8.116000026348047e-05,0.022378160000153004,0.0007960399998410138,0.0016663800000969787
404,404,405,7.0000060077291e-07,2.42000023717992e-06,2.0139999833190814e-05,0.0013869200000044654,8.055999969656114e-05,0.02246527999959653,0.0008202800003346057,0.0016495199997734744
405,405,406,6.999995093792677e-07,2.4799999664537607e-06,2.029999959631823e-05,0.0013300000005983749,8.032000005187001e-05,0.02261619999990216,0.0008150199995725415,0.0016712399999960325
406,406,407,1.0399995517218486e-06,2.5000001187436284e-06,2.013999910559505e-05,0.0013667999999597668,8.178000025509391e-05,0.0232417200000782,0.0009215000001859152,0.0017102999998314774
407,407,408,7.999999070307239e-07,2.559999848017469e-06,2.0220000442350285e-05,0.0012891999998828395,8.070000039879232e-05,0.022007299999677345,0.0008544799999071984,0.0016641999998682874
408,408,409,7.799997547408565e-07,2.5200002710334957e-06,2.0260000019334258e-05,0.0013756399996054825,8.304000002681277e-05,0.022585840000465398,0.0008088800001132768,0.001683460000276682
409,409,410,1.1000000085914508e-06,2.559999848017469e-06,2.03800002054777e-05,0.0013721999992412747,7.589999986521436e-05,0.02238439999964612,0.0008051600005273941,0.0017162600004667185
410,410,411,7.399998139590025e-07,2.5000001187436284e-06,1.9200001406716184e-05,0.0013189199999033008,8.283999995910563e-05,0.0233505400003196,0.0008553600000595907,0.0017362999995384598
411,411,412,9.60000033956021e-07,2.539999695727602e-06,1.9019999308511613e-05,0.0014454600001045036,9.553999952913728e-05,0.02359862000048452,0.0008226400001149159,0.0017703800003801007
412,412,413,7.599999662488698e-07,2.519999543437734e-06,1.897999973152764e-05,0.0014075000002776506,8.301999987452291e-05,0.023808019999705717,0.0008702399998583133,0.0017091400000936118
413,413,414,9.800001862458886e-07,2.559999848017469e-06,2.052000127150677e-05,0.0013928600001236189,7.987999997567385e-05,0.023780559999795517,0.0009673199998360359,0.0018297800001164433
414,414,415,6.399997801054269e-07,2.519999543437734e-06,2.055999939329922e-05,0.0014612399998441105,7.605999962834176e-05,0.023076700000092387,0.0008634000001620733,0.001757279999947059
415,415,416,9.400002454640344e-07,2.53999896813184e-06,2.086000022245571e-05,0.0014304600001196375,8.252000043285079e-05,0.02428903999971226,0.0008200599997508107,0.0017343400002573614
416,416,417,8.999999408842995e-07,2.4999993911478668e-06,2.0659998699557037e-05,0.0014293599997472484,7.594000016979408e-05,0.023484939999616476,0.0007526999997935491,0.0017583600001671586
417,417,418,7.80000482336618e-07,2.519999543437734e-06,2.058000100078061e-05,0.0014264200002799044,8.493999994243495e-05,0.02334348000003956,0.0008305600000312553,0.0017280399992159801
418,418,419,6.599995685974137e-07,2.5200002710334957e-06,2.1100000594742596e-05,0.0013752599992585602,7.998000000952743e-05,0.023596839999663645,0.0008185999999113846,0.0017446199999540113
419,419,420,9.599996701581406e-07,2.6800007617566735e-06,2.0839999342570083e-05,0.0013814199999615086,8.354000019608065e-05,0.023793420000220063,0.0008110799994028639,0.0017380999997840265
420,420,421,6.60000296193175e-07,2.540000423323363e-06,2.1240000205580144e-05,0.0014196000003721565,7.699999951000791e-05,0.024742200000036973,0.0010736599993833805,0.0017939200002729191
421,421,422,1.1400003131711856e-06,2.639999729581177e-06,2.1160000324016436e-05,0.001475159999972675,8.493999957863707e-05,0.026019259999884525,0.0008921600001485785,0.0017554999994899845
422,422,423,8.600003639003261e-07,2.539999695727602e-06,2.0980000408599152e-05,0.0013952200006315252,8.434000010311138e-05,0.02504061999970873,0.0008290199999464676,0.0018109399999957528
423,423,424,7.999999070307239e-07,2.519999543437734e-06,2.1400000696303324e-05,0.0014517400002659994,8.308000033139252e-05,0.024356280000210968,0.0009516800000710647,0.001965260000361013
424,424,425,7.800001185387373e-07,2.5600005756132304e-06,2.1160000324016436e-05,0.0013273599997774,8.357999977306462e-05,0.024480160000530302,0.0008740799999941372,0.0018165600002248536
425,425,426,1.1000000085914508e-06,2.540000423323363e-06,2.156000045943074e-05,0.0014375600003404545,8.967999965534546e-05,0.02490379999981087,0.0009008000000903847,0.0017841799999587238
426,426,427,9.399998816661535e-07,2.539999695727602e-06,1.9919999613193794e-05,0.0014648399999714456,8.681999970576726e-05,0.02452532000024803,0.0008566999993490753,0.0018087199994624825
427,427,428,1.1399999493733048e-06,2.560001303208992e-06,2.0200000290060415e-05,0.0013890599999285768,8.343999943463131e-05,0.025134720000642118,0.0008797000005870359,0.0018446800000674558
428,428,429,1.2999997125007213e-06,2.5999994250014425e-06,2.120000062859617e-05,0.0015989799998351376,8.579999994253739e-05,0.02553617999983544,0.000854559999788762,0.0018215599997347452
429,429,430,8.600000001024454e-07,2.6000001525972038e-06,2.1179999748710543e-05,0.0014590000002499435,7.892000030551571e-05,0.02597612000026856,0.0008982600000308592,0.0018278600000485312
430,430,431,8.999999408842995e-07,2.5600005756132304e-06,2.13399987842422e-05,0.001653479999367846,9.262000021408312e-05,0.026017619999402088,0.0008585800002038012,0.0018776800003251991
431,431,432,7.80000482336618e-07,2.519999543437734e-06,2.156000045943074e-05,0.001452659999995376,8.54799996886868e-05,0.02541775999998208,0.0008803199998510537,0.0018380000004981406
432,432,433,6.799997208872811e-07,2.6000008801929654e-06,2.145999897038564e-05,0.0015229799995722716,8.575999963795766e-05,0.025844559999677587,0.0008549199996195966,0.0018464200002199505
433,433,434,7.199992978712544e-07,2.5800007279030977e-06,2.1640000340994447e-05,0.001484839999830001,8.6860000010347e-05,0.026237140000012003,0.0008886799998435891,0.001872199999706936
434,434,435,8.600003639003261e-07,2.559999848017469e-06,2.1519999427255244e-05,0.001478639999913867,8.265999931609259e-05,0.026217120000364958,0.000855539999975008,0.0018142000000807453
435,435,436,1.1000000085914508e-06,2.5999994250014425e-06,2.1600000036414712e-05,0.0014688199997181072,8.956000056059565e-05,0.026806540000325185,0.0008906800001568627,0.00186109999922337
436,436,437,9.60000033956021e-07,2.5999994250014425e-06,2.161999946110882e-05,0.001521359999969718,8.078000028035603e-05,0.02583970000014233,0.0008731400001124711,0.0017659199998888652
437,437,438,6.799997208872811e-07,2.6600013370625674e-06,2.1639999613398685e-05,0.0014660200002253984,8.565999960410408e-05,0.026153680000425082,0.0008949199993367074,0.0019492999999783933
438,438,439,6.599999323952943e-07,2.9999988328199834e-06,2.1719999494962394e-05,0.0015232800000376302,8.776000031502917e-05,0.026603840000097988,0.0009265399996365887,0.0018984599999384954
439,439,440,7.000002369750291e-07,2.61999957729131e-06,2.1979998564347625e-05,0.0013601199996628565,8.060000036493875e-05,0.025744579999809503,0.0009015799998451258,0.001877800000147545
440,440,441,6.999998731771484e-07,2.680000034160912e-06,2.1779999951831996e-05,0.001473679999980959,8.825999975670129e-05,0.02691763999973773,0.0008880800000042654,0.0019083999999566005
441,441,442,6.800000846851617e-07,2.6199988496955486e-06,2.064000000245869e-05,0.0014957599989429582,8.793999950285071e-05,0.026263539999490604,0.0009013000002596527,0.0018807800002832663
442,442,443,1.120000524679199e-06,2.6600013370625674e-06,2.1919999562669544e-05,0.001557639999737148,9.226000001945068e-05,0.026702739999745973,0.0008681799998157657,0.0018871799999033102
443,443,444,9.60000397753902e-07,2.6599998818710445e-06,2.2000000171829015e-05,0.001526900000317255,9.170000048470683e-05,0.027440740000383813,0.0009247199999663279,0.00202452000012272
444,444,445,6.999998731771484e-07,2.660000609466806e-06,2.1800000104121865e-05,0.0014931599995179569,8.920000000216533e-05,0.02699594000041543,0.000887939999665832,0.001961059999666759
445,445,446,1.080000220099464e-06,2.6600013370625674e-06,2.201999886892736e-05,0.0015319000001909446,9.563999956299085e-05,0.02769050000024436,0.0008823399999528193,0.0019347599998582156
446,446,447,7.000002369750291e-07,2.680000034160912e-06,2.2099999478086828e-05,0.0015508600001339801,9.274000040022656e-05,0.027208320000499952,0.0008530799997970463,0.0019295599999168192
447,447,448,7.600003300467507e-07,2.680000034160912e-06,2.212000035797246e-05,0.0014805800001340685,8.583999988331925e-05,0.026914540000143462,0.0008598399999755202,0.001953440000215778
448,448,449,6.999998731771484e-07,2.699999458855018e-06,2.216000066255219e-05,0.001513840000188793,8.878000044205691e-05,0.028539459999956312,0.0009120799993979744,0.0019101999998383692
449,449,450,7.80000482336618e-07,2.720000338740647e-06,2.1320000814739615e-05,0.0014976199996453944,9.315999959653709e-05,0.02728697999991709,0.0009165200004645158,0.0018924200001492863
450,450,451,6.800000846851617e-07,2.5999994250014425e-06,2.2119998902780935e-05,0.001520080000409507,8.266000077128409e-05,0.02794500000018161,0.0009186399998725392,0.00197279999993043
451,451,452,5.999994755256921e-07,2.800000220304355e-06,2.226000069640577e-05,0.0015064799998071976,9.338000018033199e-05,0.02790558000051533,0.0008924799996748334,0.0019317400001455094
452,452,453,8.000002708286047e-07,2.6599998818710445e-06,2.2580000222660602e-05,0.0015198199998849304,8.32800000353018e-05,0.02788562000059756,0.0009410799993929686,0.001965539999582689
453,453,454,7.799997547408565e-07,2.639999729581177e-06,2.2339999850373717e-05,0.0014385999995283785,9.408000041730702e-05,0.0285561200005759,0.0009087400001590141,0.0019496799999615176
454,454,455,6.800004484830424e-07,2.639999729581177e-06,2.2360000730259345e-05,0.0014742400002432988,9.37999997404404e-05,0.02873949999993784,0.0009490999997069594,0.001975740000489168
455,455,456,8.199993317248299e-07,2.699999458855018e-06,2.249999961350113e-05,0.0015584000000671947,9.027999949466904e-05,0.02844757999991998,0.0010422799998195842,0.002100819999759551
456,456,457,7.200003892648966e-07,2.740001218626276e-06,2.2739999985788016e-05,0.0015711000000010243,9.012000045913738e-05,0.02965576000024157,0.0011729199999535925,0.002122060000328929
457,457,458,7.800001185387373e-07,2.859999949578196e-06,2.2600000374950468e-05,0.0014508199994452296,9.267999957955908e-05,0.02908473999996204,0.0009560200003761565,0.001968659999693045
458,458,459,7.800001185387373e-07,2.739999763434753e-06,2.2559999342774974e-05,0.001434319999316358,8.823999960441143e-05,0.028945399999793155,0.0009844600001088113,0.00207829999999376
459,459,460,8.400005754083395e-07,2.7600006433203815e-06,2.2619999799644575e-05,0.0015466199994989438,9.449999997741541e-05,0.028395660000387582,0.0009108399997785453,0.0020132800000283173
460,460,461,7.999999070307239e-07,2.7800000680144875e-06,2.265999937662855e-05,0.0015407999999297315,9.577999990142416e-05,0.029731399999582207,0.0008839199999783887,0.0019630599992524365
461,461,462,8.199996955227106e-07,2.7600006433203815e-06,2.308000039192848e-05,0.0017378599997755373,9.051999986695592e-05,0.029213940000408913,0.0009021199992275796,0.002036079999743379
462,462,463,7.200000254670157e-07,2.680000034160912e-06,2.3320001491811127e-05,0.0015898400004516588,9.301999998569954e-05,0.029585320000114733,0.0010154400002647887,0.002062960000694148
463,463,464,7.799997547408565e-07,2.7199996111448856e-06,2.3099999816622584e-05,0.0014711199994053461,9.125999968091491e-05,0.02973512000025948,0.0009373199998663039,0.00208569999995234
