,Unnamed: 0,n,const,sum,prod,polin,polin_horn,bub_sort,quick_sort,timsort
1017,1017,1018,8.399994840146973e-07,5.339999916031957e-06,4.5780000800732526e-05,0.0035327999998116867,0.00020243999970261936,0.15518292000015207,0.0024700399997527713,0.0052651599999080645
1018,1018,1019,7.399994501611219e-07,5.059999239165336e-06,4.9019999278243634e-05,0.003623780000634724,0.00020421999943209807,0.1687326799998118,0.002226260000315961,0.005393760000151815
1019,1019,1020,7.200000254670157e-07,5.100000271340832e-06,4.646000088541769e-05,0.005194480000136536,0.0002819200002704747,0.18016978000014205,0.002266040000176872,0.005281299999478507
1020,1020,1021,7.400005415547639e-07,5.100000998936594e-06,4.5759999920846894e-05,0.003468240000074729,0.0002022599997872021,0.17233588000017336,0.002366699999765842,0.005481720000170753
1021,1021,1022,9.800001862458886e-07,5.0999995437450705e-06,4.936000113957562e-05,0.005139240000062273,0.00031653999976697376,0.1832451000005676,0.0022793200005253307,0.005461560000185273
1022,1022,1023,8.400002116104588e-07,5.020000389777124e-06,4.794000051333569e-05,0.0036547599996993095,0.000225220000356785,0.17105287999947905,0.004739899999913177,0.008525939999890398
1023,1023,1024,1.2399999832268806e-06,5.03999981447123e-06,4.8419999802717936e-05,0.00577675999920757,0.00031318000001192566,0.17286245999966926,0.0023362600000837123,0.006380380000337027
1024,1024,1025,9.999999747378752e-07,5.03999981447123e-06,4.649999900721014e-05,0.004534159999820986,0.00021808000055898447,0.17608670000008714,0.0025456599996687146,0.006120939999527763
1025,1025,1026,1.1000000085914508e-06,5.100000998936594e-06,4.7199999244185165e-05,0.005815720000464352,0.0003038599999854341,0.16507264000028954,0.00231973999980255,0.0048451800001203076
1026,1026,1027,8.600000001024454e-07,5.0400005420669915e-06,4.923999949824065e-05,0.0034534599995822645,0.0002102399997966131,0.1539660600003117,0.0023065599998517428,0.004907239999738522
1027,1027,1028,9.599996701581406e-07,5.580000288318843e-06,4.724000027636066e-05,0.003438599999935832,0.00022122000009403565,0.1552408799994737,0.002249359999768785,0.004804879999937839
1028,1028,1029,7.599999662488698e-07,5.559998680837453e-06,4.6540000039385634e-05,0.0040662200000952,0.00021643999971274755,0.1538165400001162,0.002261420000286307,0.004931099999885192
1029,1029,1030,7.399998139590025e-07,5.100001726532355e-06,4.962000020896085e-05,0.0036542400001053467,0.00021436000024550595,0.15190909999946595,0.0023385399992548626,0.004884019999735756
1030,1030,1031,9.400006092619152e-07,5.0600014219526205e-06,4.9699999362928796e-05,0.00336933999969915,0.00021354000054998325,0.16666175999998814,0.002409720000287052,0.004948140000124114
1031,1031,1032,7.400001777568831e-07,5.180000880500302e-06,5.01599999552127e-05,0.003389479999896139,0.00020982000023650468,0.16984636000015602,0.002373259999512811,0.00483349999994971
1032,1032,1033,7.399998139590025e-07,5.160001455806195e-06,4.8400000378023836e-05,0.0037650400001439264,0.00020589999985531904,0.15483552000005146,0.0023213600001327,0.004908720000457834
1033,1033,1034,7.600003300467507e-07,5.180000152904541e-06,4.6239999937824906e-05,0.0035377399999561025,0.0002066799996100599,0.1562930200005212,0.002312639999945532,0.004949979999946663
1034,1034,1035,8.799994247965513e-07,5.140000575920567e-06,4.6780000411672516e-05,0.0037116199997399226,0.0002063400002953131,0.15804420000022218,0.0022865999999339692,0.004927239999960875
1035,1035,1036,9.20000093174167e-07,5.1200004236306995e-06,5.034000059822574e-05,0.003405179999754182,0.00020432000055734532,0.15452081999974324,0.002320159999726457,0.004939519999607
1036,1036,1037,8.000002708286047e-07,5.259999306872487e-06,5.000000019208528e-05,0.0037412200003018366,0.00020683999973698518,0.15492000000012926,0.002401319999989937,0.004926579999664682
1037,1037,1038,7.999995432328433e-07,5.140000575920567e-06,4.6940000174799934e-05,0.0037034199995105155,0.00020877999959338918,0.1580766600000061,0.002332400000159396,0.004905919999509933
1038,1038,1039,7.999995432328433e-07,5.160000000614673e-06,5.028000014135614e-05,0.0034749200007354376,0.0002123199999914505,0.16633935999998356,0.0022616200003540143,0.00486529999980121
1039,1039,1040,8.799997885944323e-07,7.100000220816582e-06,5.0100000225938854e-05,0.003383620000022347,0.00023522000046796162,0.15689125999997486,0.0023966800003108802,0.004956279999896651
1040,1040,1041,8.600000001024454e-07,5.180000152904541e-06,5.075999943073839e-05,0.00381357999976899,0.00021382000013545624,0.15476827999991655,0.002333999999973457,0.0048711800001910895
1041,1041,1042,7.599999662488698e-07,5.160000728210434e-06,5.030000029364601e-05,0.004048519999560085,0.0002319400002306793,0.15775207999904522,0.0023297200001252353,0.004961620000176481
1042,1042,1043,7.400001777568831e-07,5.180000880500302e-06,5.033999914303422e-05,0.003524400000605965,0.00020828000015171708,0.15988694000006945,0.0022906399994099052,0.004935539999860339
1043,1043,1044,8.599996363045649e-07,5.419999797595665e-06,5.088000107207335e-05,0.0037494399995921406,0.00019829999946523457,0.15953482000004446,0.002381760000207578,0.004891760000100475
1044,1044,1045,1.1199994332855566e-06,5.539999983739108e-06,5.381999944802374e-05,0.0042032199999084705,0.00022390000049199443,0.16167212000000292,0.0024655600002006393,0.004958120000083
1045,1045,1046,6.999998731771484e-07,5.580000288318843e-06,5.0620000547496605e-05,0.0035671799996634945,0.0002067400000669295,0.15842297999988658,0.002294819999951869,0.004964680000193766
1046,1046,1047,9.800001862458886e-07,5.2800001867581155e-06,5.1019999955315146e-05,0.0037132999997993455,0.00021190000006754417,0.15756283999980952,0.0022645400003966643,0.004996399999799906
1047,1047,1048,7.399994501611219e-07,5.299999611452222e-06,4.782000105478801e-05,0.004195719999552238,0.00022880000033183022,0.1615564200001245,0.0024034000001847745,0.004954319999524159
1048,1048,1049,7.200000254670157e-07,5.180000152904541e-06,5.1020000682910904e-05,0.003588579999996,0.00020930000027874485,0.1596817599998758,0.0023302799996599787,0.005015380000259029
1049,1049,1050,8.80000152392313e-07,5.139999120729044e-06,5.112000071676448e-05,0.003446499999699881,0.00021270000070217063,0.16258594000028098,0.002416839999932563,0.005095160000200849
1050,1050,1051,7.800001185387373e-07,5.240000609774142e-06,5.3280001156963405e-05,0.0034967399999004554,0.00021610000003420283,0.1631534800006193,0.0023807799996575342,0.004984280000280705
1051,1051,1052,8.600003639003261e-07,5.220000457484275e-06,4.774000044562854e-05,0.004080319999775385,0.0002213600000686711,0.16110388000051898,0.0022403799997846364,0.005046099999526632
1052,1052,1053,1.0000003385357559e-06,5.479999526869506e-06,5.091999992146157e-05,0.003444479999234318,0.00020825999999942726,0.16171813999972073,0.0023811000002751824,0.004987799999798881
1053,1053,1054,7.799997547408565e-07,5.560000136028975e-06,5.091999992146157e-05,0.004239099999904283,0.0002270999993925216,0.16210075999988474,0.0023491599997214506,0.005000120000113384
1054,1054,1055,8.000002708286047e-07,5.220000457484275e-06,5.098000037833117e-05,0.0036885800000163727,0.0002324799996131333,0.1621984600002179,0.002331000000049244,0.00491098000020429
1055,1055,1056,7.199996616691352e-07,5.23999915458262e-06,5.099999980302527e-05,0.0034980399996129567,0.0002104000002873363,0.16566798000021662,0.0024329799998668022,0.006040599999323604
1056,1056,1057,1.300000076298602e-06,5.219999729888514e-06,5.157999985385686e-05,0.006512479999582865,0.00031544000048597807,0.1740933599998243,0.002361899999596062,0.0050355599996692035
1057,1057,1058,9.00000668480061e-07,5.219999729888514e-06,5.1060000987490636e-05,0.004031979999490431,0.00021338000042305796,0.1844872199999372,0.0024030799995671264,0.005071699999825796
1058,1058,1059,8.600000001024454e-07,6.120000762166455e-06,5.117999826325104e-05,0.0037244399998598967,0.00021076000011817088,0.1610688399996434,0.002639280000221333,0.0053995999998733175
1059,1059,1060,1.3999997463542968e-06,5.2800001867581155e-06,5.209999944781885e-05,0.005595940000057453,0.00030651999986730516,0.2026084399996762,0.0026186400002188746,0.005602279999948222
1060,1060,1061,9.39999517868273e-07,5.3800009482074526e-06,5.2459999278653416e-05,0.0042717600004834825,0.0002218800000264309,0.17225216000006185,0.002420220000203699,0.005189839999729885
1061,1061,1062,1.019999763229862e-06,5.260000034468249e-06,5.097999965073541e-05,0.0034746800003631504,0.0002134999995178077,0.18950731999975687,0.0023502199997892602,0.005012460000216379
1062,1062,1063,6.800000846851617e-07,5.240001337369904e-06,4.8000000970205295e-05,0.003629220000220812,0.00021172000015212689,0.16114457999974546,0.002327100000184145,0.0049893800001882494
1063,1063,1064,8.200000593205915e-07,5.299999611452222e-06,5.124000017531216e-05,0.0036072399994736774,0.0002126200000930112,0.1622062599999481,0.002623920000041835,0.00505503999957
1064,1064,1065,9.000003046821804e-07,5.319999763742089e-06,5.175999976927415e-05,0.003480920000220067,0.0002126200000930112,0.16281314000043495,0.002404699999533477,0.0049474999996164115
1065,1065,1066,8.999999408842995e-07,5.719999899156392e-06,5.134000020916574e-05,0.003919319999477011,0.00021126000065123659,0.1647088799996709,0.0023930799998197467,0.0050916999996843525
1066,1066,1067,9.20000093174167e-07,5.779999628430232e-06,4.957999990438111e-05,0.003465340000184369,0.00020997999963583424,0.1707135999997263,0.002661879999868688,0.0054893200005608385
1067,1067,1068,9.000003046821804e-07,5.820000660605729e-06,5.0180000107502566e-05,0.003796820000206936,0.0002211799997894559,0.1717663999999786,0.0023342400003457447,0.005106459999660728
1068,1068,1069,7.599996024509892e-07,5.640000745188445e-06,5.183999965083785e-05,0.003969459999643732,0.000239779999901657,0.16627871999953642,0.002444699999978184,0.005000340000333382
1069,1069,1070,9.000003046821804e-07,5.6800003221724186e-06,4.859999971813522e-05,0.0036944599993148585,0.0002141200002370169,0.16757351999985987,0.0024575799994636326,0.00519425999991654
1070,1070,1071,8.200000593205915e-07,5.660000897478312e-06,4.805999997188337e-05,0.003559700000187149,0.0002284599995618919,0.16368396000034408,0.002478360000532121,0.005141860000003362
1071,1071,1072,7.399998139590025e-07,5.580001015914604e-06,4.820000031031668e-05,0.0038431399996625257,0.00021921999905316625,0.16637141999963204,0.0023903799992694985,0.00510180000019318
1072,1072,1073,8.600003639003261e-07,5.580000288318843e-06,5.1900000835303216e-05,0.0036191200000757822,0.00021381999977165836,0.16625053999996453,0.002392200000031153,0.005203340000662139
1073,1073,1074,8.399998478125781e-07,5.420000525191426e-06,5.172000019229017e-05,0.003567340000154218,0.0002164400000765454,0.1663044399996579,0.00240988000005018,0.00528517999991891
1074,1074,1075,7.799997547408565e-07,5.82000138820149e-06,5.250000103842467e-05,0.003880539999590837,0.00021558000007644297,0.16606748000012886,0.0027152000002388377,0.00542379999969853
1075,1075,1076,7.999995432328433e-07,5.340000643627718e-06,5.2019999566255136e-05,0.0037838400003238353,0.00021517999994102863,0.16993082000008145,0.002447119999487768,0.005124459999933606
1076,1076,1077,7.399998139590025e-07,5.299999611452222e-06,5.2319999667815864e-05,0.0034970799995790005,0.00021288000025379003,0.1859805399999459,0.003192739999940386,0.007009060000564204
1077,1077,1078,1.280000287806615e-06,2.2200000239536165e-05,5.183999965083785e-05,0.004510180000215769,0.00023160000018833667,0.1950985600000422,0.002400099999795202,0.005433579999589711
1078,1078,1079,1.1400003131711856e-06,5.6799995945766565e-06,5.227999936323613e-05,0.004529840000395779,0.00021596000005956735,0.1939847599998757,0.0039128999997046785,0.005593339999904856
1079,1079,1080,7.800001185387373e-07,5.919999966863543e-06,5.219999948167242e-05,0.004102119999879504,0.00021486000005097595,0.19398681999991824,0.002663100000063423,0.0053804399998625746
1080,1080,1081,7.999995432328433e-07,5.300000339047983e-06,5.241999970166944e-05,0.0038552200006961358,0.00021551999998337124,0.17147382000002834,0.002468999999837252,0.005099380000319798
1081,1081,1082,8.000002708286047e-07,5.340000643627718e-06,5.2959999447921294e-05,0.003535759999795119,0.00022194000048330053,0.17597330000062356,0.0024818400001095143,0.005363240000224322
1082,1082,1083,7.400005415547639e-07,5.360000795917586e-06,5.216000063228421e-05,0.00386690000013914,0.00021640000013576355,0.17052413999990676,0.002546499999880325,0.005127899999934016
1083,1083,1084,8.200000593205915e-07,5.2800001867581155e-06,5.243999985395931e-05,0.003576939999766182,0.00022769999995944092,0.16859681999958412,0.002312220000021625,0.004916480000611045
1084,1084,1085,8.000002708286047e-07,1.038000118569471e-05,5.218000005697831e-05,0.0040843200000381325,0.0002137600004061824,0.17167111999951884,0.0024253800002043127,0.005161720000251079
1085,1085,1086,7.200003892648966e-07,5.560000136028975e-06,5.290000117383897e-05,0.0037089999997988346,0.00021990000059304293,0.17738637999973433,0.002490099999704398,0.005087539999658474
1086,1086,1087,7.000002369750291e-07,6.4200001361314206e-06,5.2200000209268185e-05,0.0037549000000581135,0.00021610000003420283,0.17138617999989947,0.0024273600003652967,0.00505991999998514
1087,1087,1088,6.799989932915196e-07,5.6800003221724186e-06,5.485999936354347e-05,0.004292540000096778,0.0002095199997711461,0.1726091799999267,0.0023705200001131748,0.005168679999405868
1088,1088,1089,1.0600004316074774e-06,5.779999628430232e-06,5.4819999786559495e-05,0.003885480000462849,0.00021768000042357016,0.1830876399999397,0.0023991399997612467,0.0053218799999740435
1089,1089,1090,6.999998731771484e-07,5.640000745188445e-06,5.2400001004571094e-05,0.0039037400001689093,0.0002121800003806129,0.1971895199996652,0.0023851799996919,0.005215179999868268
1090,1090,1091,7.999999070307239e-07,5.619999865302816e-06,5.26399991940707e-05,0.003949079999802052,0.0002254199996968964,0.2071291000000201,0.002391659999557305,0.0052915400006895656
1091,1091,1092,9.199993655784056e-07,5.6200005928985775e-06,4.9540000327397137e-05,0.0036367400000017367,0.00022042000018700488,0.1964481399998476,0.004484420000153477,0.006586339999557822
1092,1092,1093,7.999991794349627e-07,5.800000508315861e-06,5.109999983687885e-05,0.004449599999497877,0.00023995999981707428,0.1991760199995042,0.004489579999426496,0.00808502000036242
1093,1093,1094,1.3400000170804559e-06,5.759999476140365e-06,5.111999998916872e-05,0.004692859999704525,0.00022475999976450108,0.19562275999996928,0.004406120000203372,0.008139759999903618
1094,1094,1095,1.1399999493733048e-06,5.800000508315861e-06,5.2739999955520037e-05,0.004138400000374532,0.00023523999989265572,0.19048036000021967,0.0028399399998306762,0.005414339999697404
1095,1095,1096,9.199997293762863e-07,5.960000271443277e-06,4.9560000479687e-05,0.004091400001198053,0.00022395999985747042,0.20404261999974552,0.00247799999997369,0.005267499999899883
1096,1096,1097,8.399998478125781e-07,5.7999997807201e-06,5.066000012448058e-05,0.0035632399994938173,0.0002209200003562728,0.19893375999963608,0.0036704799997096414,0.006674200000270502
1097,1097,1098,1.1800006177509205e-06,6.099999882280826e-06,5.2940000750822945e-05,0.005124460000661202,0.0002382000002398854,0.2042414599996846,0.0027223000000958565,0.005688720000398462
1098,1098,1099,8.799997885944323e-07,5.860000237589702e-06,5.291999987093732e-05,0.0050120999996579475,0.0003584400001273025,0.1926586999990832,0.0025062599997909274,0.005296040000030189
1099,1099,1100,6.60000296193175e-07,5.6200005928985775e-06,5.061999981990084e-05,0.0036057200006325727,0.0002224600004410604,0.17477715999993962,0.002718920000188518,0.005867019999641343
1100,1100,1101,8.399998478125781e-07,5.6799995945766565e-06,4.914000019198284e-05,0.00361851999987266,0.00022207999973034018,0.17637508000043453,0.002564440000060131,0.005318300000362796
1101,1101,1102,1.0400002793176099e-06,5.6200005928985775e-06,4.972000024281442e-05,0.00368536000023596,0.0002270199998747557,0.18008127999964926,0.0023861800003942336,0.00527537999987544
1102,1102,1103,8.600000001024454e-07,5.840000085299835e-06,4.997999931219965e-05,0.0039286399998673,0.00022477999955299312,0.176896459999989,0.0024818400004733127,0.005278199999520439
1103,1103,1104,1.1000000085914508e-06,5.740000051446259e-06,5.357999907573685e-05,0.003770799999983865,0.00022503999934997407,0.1757601399993291,0.0026061600001412444,0.005340120000619208
1104,1104,1105,8.600000001024454e-07,5.840000085299835e-06,5.148000054759905e-05,0.004470700000456418,0.00023714000017207584,0.1765324600000895,0.002666039999894565,0.005812439999863273
1105,1105,1106,7.399994501611219e-07,5.999999848427251e-06,5.3380000463221225e-05,0.00384462000001804,0.0002304000001458917,0.17652201999953832,0.0024396799999522045,0.005307740000716875
1106,1106,1107,1.09999964479357e-06,5.85999950999394e-06,5.313999936333858e-05,0.004002119999859133,0.00022658000016235748,0.17559084000022268,0.0025714800009154714,0.005306399999608402
1107,1107,1108,9.39999517868273e-07,5.559999408433214e-06,4.972000024281442e-05,0.0039358999994874464,0.00022270000008575152,0.17570103999969433,0.0024435999999695922,0.005325079999965965
1108,1108,1109,8.80000152392313e-07,5.500001134350896e-06,4.949999929522164e-05,0.0037056400000437854,0.00023790000013832472,0.1797264199998608,0.002481360000456334,0.005419500000425614
1109,1109,1110,8.400002116104588e-07,6.0799997299909595e-06,4.9540000327397137e-05,0.003993040000204928,0.00023856000007072,0.18156208000000332,0.002382919999945443,0.005270819999350351
1110,1110,1111,7.599996024509892e-07,6.000000576023013e-06,5.01199989230372e-05,0.004242800000065472,0.0002306799993675668,0.18087970000015047,0.002469240000573336,0.005353180000020075
1111,1111,1112,8.000006346264854e-07,6.02000072831288e-06,5.351999934646301e-05,0.003997100000196953,0.00022945999953662973,0.1903889600002003,0.002468900000167196,0.005344019999756711
1112,1112,1113,1.2200009223306551e-06,5.919999239267781e-06,4.9959999159909785e-05,0.003877660000216565,0.00022477999955299312,0.17891271999978925,0.0025397600002179392,0.0057855400002154046
1113,1113,1114,9.999996109399944e-07,6.020000000717118e-06,5.30800003616605e-05,0.0044813400003477,0.00023459999938495453,0.18644852000034007,0.002549999999973807,0.005475560000195401
1114,1114,1115,1.160000465461053e-06,5.539999983739108e-06,5.468000017572194e-05,0.004016340000089258,0.0002147000002878485,0.18216212000006635,0.0026151199999731034,0.005400379999991854
1115,1115,1116,8.200000593205915e-07,5.559998680837453e-06,5.104000010760501e-05,0.004000299999825074,0.0002249999997729901,0.18316030000023606,0.0025499800001853147,0.005348939999385039
1116,1116,1117,7.199996616691352e-07,5.4799987992737446e-06,5.473999990499578e-05,0.0038894600002095103,0.00022384000003512484,0.18391024000047765,0.0025563399995007785,0.0053544999998848646
1117,1117,1118,8.600003639003261e-07,5.4999989515636115e-06,5.4579999414272606e-05,0.003797640000630054,0.00021844000038981904,0.18100937999952293,0.002532979999523377,0.005552080000052228
1118,1118,1119,7.399998139590025e-07,5.480000254465267e-06,5.434000049717724e-05,0.0040897999999288,0.00022796000012021979,0.18761358000010656,0.0025622799999837297,0.005446619999929681
1119,1119,1120,7.599996024509892e-07,5.480000254465267e-06,5.48999996681232e-05,0.003988939999544527,0.00021907999944232868,0.1801487800003088,0.002497140000559739,0.005366819999471773
1120,1120,1121,7.399998139590025e-07,5.5199998314492404e-06,5.557999975280836e-05,0.003941899999335874,0.00020880000010947694,0.18405466000040174,0.002537479999591597,0.005233299999599694
1121,1121,1122,7.799997547408565e-07,5.4799980716779825e-06,5.500000042957254e-05,0.00402754000024288,0.00022632000036537647,0.17861576000032073,0.0025263000003178607,0.005289059999995516
1122,1122,1123,9.599993063602594e-07,5.539999256143346e-06,5.572000009124167e-05,0.004220299999724375,0.00022162000022944996,0.1871208399999887,0.0024889000003895487,0.005365439999513911
1123,1123,1124,7.999999070307239e-07,5.71999917156063e-06,5.3699999989476054e-05,0.003661700000520796,0.0002246800002467353,0.1866788600000291,0.002482419999796548,0.005289360000097078
1124,1124,1125,9.60000033956021e-07,5.819999205414206e-06,5.695999934687279e-05,0.004000820000146632,0.00022357999987434595,0.182110200000534,0.002559099999780301,0.005403339999611489
1125,1125,1126,7.599996024509892e-07,5.460000102175399e-06,5.5419999989680945e-05,0.0037432400000398046,0.0002233400002296548,0.1835713399999804,0.0025548399997205712,0.005354079999960959
1126,1126,1127,7.800001185387373e-07,5.459999374579638e-06,5.5300000531133266e-05,0.004021559999819147,0.00024089999969874044,0.18903639999989533,0.002585760000147275,0.00538754000008339
1127,1127,1128,7.599999662488698e-07,5.860000965185464e-06,5.4520000412594526e-05,0.004026619999785907,0.00022023999990778974,0.18412177999962293,0.002669379999861121,0.005939159999979893
1128,1128,1129,7.800001185387373e-07,5.82000138820149e-06,5.696000007446855e-05,0.003912339999806136,0.00023983999999472875,0.19100874000032486,0.0025420599995413795,0.005493200000273646
1129,1129,1130,8.600003639003261e-07,5.560000863624736e-06,5.407999924500473e-05,0.0039101599999412425,0.00024400000038440341,0.19422464000017495,0.0025412400002096545,0.00554359999987355
1130,1130,1131,7.599999662488698e-07,5.6799995945766565e-06,5.4200001613935456e-05,0.0037714799997047525,0.000224280000111321,0.18617118000001934,0.0026988400000846013,0.0054849600004672535
1131,1131,1132,9.400002454640344e-07,6.320000102277845e-06,5.758000115747563e-05,0.0037480399994819892,0.00022527999972226094,0.18456986000019246,0.0024747399998886976,0.005453000000488828
1132,1132,1133,8.199996955227106e-07,5.559998680837453e-06,5.982000002404675e-05,0.0036222999999154133,0.00023167999934230464,0.18601829999970504,0.002597120000064024,0.0054381400001148
1133,1133,1134,8.80000152392313e-07,5.539999983739108e-06,5.667999939760193e-05,0.003763700000126846,0.000223300000288873,0.18681438000021444,0.002588879999893834,0.005378899999777786
1134,1134,1135,8.400002116104588e-07,6.179999763844534e-06,5.460000029415824e-05,0.00401640000018233,0.00020617999980458991,0.19203335999991394,0.002944560000469209,0.005595199999879697
1135,1135,1136,7.399998139590025e-07,5.74000077904202e-06,5.6259999109897765e-05,0.003967459999694257,0.00022838000004412609,0.18479072000009186,0.002654100000290782,0.005450160000327742
1136,1136,1137,7.999999070307239e-07,5.559999408433214e-06,5.660000097122975e-05,0.0038623999997071225,0.000210739999965881,0.1883342799992533,0.0028488400002970593,0.005902679999780958
1137,1137,1138,7.999999070307239e-07,5.619999137707055e-06,5.674000130966306e-05,0.004431780000231811,0.00025154000031761824,0.19034411999964504,0.002600659999734489,0.005925919999936013
1138,1138,1139,8.999995770864189e-07,5.760000931331888e-06,5.5300000531133266e-05,0.0042424999999639106,0.00023343999964708925,0.1938540600000124,0.0026912400000583146,0.005473860000347486
1139,1139,1140,8.399998478125781e-07,5.980001151328906e-06,5.307999963406473e-05,0.003950339999937569,0.0002267400002892828,0.1888173800001823,0.002626119999331422,0.005514779999430175
1140,1140,1141,7.200000254670157e-07,5.559999408433214e-06,5.607999919448048e-05,0.004087019999860786,0.00023071999930834863,0.1875493000003189,0.00270883999983198,0.005504620000283467
1141,1141,1142,7.600003300467507e-07,5.60000044060871e-06,5.805999971926212e-05,0.004025799999726587,0.00022573999995074702,0.18991748000007647,0.00258745999999519,0.0056578800002171185
1142,1142,1143,8.200000593205915e-07,5.619999137707055e-06,5.5479999718954784e-05,0.004169719999481458,0.00022893999994266778,0.1920769600001222,0.00253950000005716,0.005620939999789697
1143,1143,1144,8.799997885944323e-07,5.760000931331888e-06,5.5859999702079224e-05,0.003808119999666815,0.00023023999965516846,0.1932325599995238,0.0025723799994011643,0.0054891600004339115
1144,1144,1145,7.80000482336618e-07,5.7800003560259935e-06,5.5599998449906704e-05,0.003764219999720808,0.0002231599995866418,0.1911478800007899,0.002660060000562225,0.005504519999885815
1145,1145,1146,1.0199993994319809e-06,5.839999357704073e-06,5.514000004041009e-05,0.004443640000317828,0.00021193999964452812,0.19007279999968887,0.0026555200005532248,0.005521379999845521
1146,1146,1147,8.600003639003261e-07,5.6799995945766565e-06,5.135999963385984e-05,0.004097059999548946,0.0002315600002475549,0.19688350000033095,0.0025569200002792053,0.00548932000019704
1147,1147,1148,8.400002116104588e-07,6.059999577701092e-06,5.2039999718545e-05,0.003860820000045351,0.00022796000048401762,0.20380549999936196,0.0026115800003026373,0.005589959999633721
1148,1148,1149,9.199997293762863e-07,6.1800004914402965e-06,5.366000041249208e-05,0.0037594600002194053,0.00022934000044187998,0.1909811199995602,0.002584900000147173,0.0055236599997442685
1149,1149,1150,8.80000152392313e-07,6.02000072831288e-06,5.7299999025417495e-05,0.004126899999391753,0.0002393000002484769,0.19343665999986115,0.002664440000444301,0.005498840000291239
1150,1150,1151,8.199996955227106e-07,5.860000965185464e-06,5.537999968510121e-05,0.004254260000016075,0.000248239999928046,0.19373352000002345,0.002882459999818821,0.005961020000177087
1151,1151,1152,8.600007276982069e-07,5.860000237589702e-06,5.8439998974790795e-05,0.00414253999988432,0.00022994000028120357,0.19496223999958603,0.0025365200002852363,0.0056343199998082115
1152,1152,1153,1.300000440096483e-06,5.599998985417187e-06,5.726000017602928e-05,0.003977820000363863,0.00023227999990922403,0.19433956000029867,0.002522080000198912,0.005611400000270805
1153,1153,1154,7.600006938446313e-07,6.260001100599766e-06,5.393999963416718e-05,0.004233040000690381,0.00023589999982505107,0.19379550000012385,0.002720719999342691,0.005527919999440201
1154,1154,1155,7.000002369750291e-07,7.179999374784529e-06,5.5900000734254715e-05,0.003887180000310764,0.00023318000021390616,0.19390362000012829,0.002739920000385609,0.005680060000304366
1155,1155,1156,7.400005415547639e-07,5.819999933009967e-06,5.514000004041009e-05,0.004676199999084929,0.00025294000006397254,0.19404579999973065,0.002748019999853568,0.005704859999605105
1156,1156,1157,8.400002116104588e-07,5.580001015914604e-06,5.569999921135604e-05,0.004729360000055749,0.00026018000025942464,0.1945888600006583,0.002602679999472457,0.005739099999846076
1157,1157,1158,9.599996701581406e-07,5.760000203736127e-06,5.579999997280538e-05,0.0038717200000974116,0.00022932000028959008,0.1981400600001507,0.002627319999737665,0.005707259999689995
1158,1158,1159,8.000002708286047e-07,5.719999899156392e-06,5.7320001360494643e-05,0.004005540000071051,0.0002258000000438187,0.2013470000005327,0.0026627799998095725,0.005695719999857829
1159,1159,1160,7.80000482336618e-07,5.6800003221724186e-06,5.869999949936755e-05,0.0041147600000840615,0.00023044000045047144,0.19991950000003272,0.002588519999699201,0.00567481999969459
1160,1160,1161,7.399998139590025e-07,5.65999944228679e-06,5.641999960062094e-05,0.004142059999867343,0.00023661999985051806,0.20095275999919976,0.002682999999888125,0.005561979999765754
1161,1161,1162,9.999996109399944e-07,6.279999070102349e-06,5.7199999719159675e-05,0.0046619200002169245,0.00023058000006130893,0.20290863999944125,0.0026607400006469105,0.00613045999998576
1162,1162,1163,7.400001777568831e-07,5.699999019270763e-06,5.6739999854471536e-05,0.004792460000317078,0.00022765999965486118,0.20255003999991456,0.0026240400002279785,0.00564803999986907
1163,1163,1164,7.800001185387373e-07,5.699999746866524e-06,5.646000063279644e-05,0.004692019999856712,0.0002365000000281725,0.2000432200005889,0.002803499999572523,0.005772539999816218
1164,1164,1165,7.399998139590025e-07,5.919999966863543e-06,5.6019999465206635e-05,0.00414043999990099,0.00023102000013750518,0.19818000000050234,0.0026167800006078323,0.005750879999686731
1165,1165,1166,8.799994247965513e-07,8.460000390186907e-06,5.911999905947596e-05,0.0041359800005011495,0.00022521999962918927,0.2006908800001838,0.0027188600000954467,0.00568656000032206
1166,1166,1167,7.400001777568831e-07,5.7000004744622855e-06,5.330000058165751e-05,0.0041860399996949136,0.00024095999979181212,0.19732922000002875,0.0026366999998572284,0.005767500000001746
1167,1167,1168,8.400002116104588e-07,6.800000119255856e-06,5.373999956646003e-05,0.004206879999765078,0.00023393999981635719,0.19551295999954166,0.002605840000251192,0.00559774000030302
1168,1168,1169,9.000003046821804e-07,5.719999899156392e-06,5.681999900843948e-05,0.004096699999718112,0.00022925999983272052,0.1997789200002444,0.002839559999847552,0.005751319999399129
1169,1169,1170,7.799997547408565e-07,5.7200013543479145e-06,5.4739999177400024e-05,0.004211619999841786,0.00024184000067180024,0.19858650000023773,0.0025926000002073125,0.005657699999937904
1170,1170,1171,8.599996363045649e-07,5.719999899156392e-06,5.4280000040307644e-05,0.004183579999880749,0.0002323599997907877,0.20204348000042954,0.002689719999398221,0.005802219999895897
1171,1171,1172,7.999999070307239e-07,5.7999997807201e-06,5.627999998978339e-05,0.003971480000473093,0.00023113999995985068,0.2022707799998898,0.0026968999998644,0.00571780000027502
1172,1172,1173,8.80000152392313e-07,5.740000051446259e-06,5.648000005749054e-05,0.004157340000165277,0.00023408000015479047,0.19744918000033068,0.0029467600001225947,0.005906279999908293
