,n,const,sum,prod,polin,polin_horn,bub_sort,quick_sort,timsort
131,132,0.0,0.0,0.0,0.0004002571105957031,0.0,0.0003998279571533203,0.0012093544006347655,0.0006001949310302735
132,133,0.0,0.0,0.0,0.0004001617431640625,0.0,0.0006000518798828125,0.0012002944946289062,0.0008000850677490235
133,134,0.0,0.0,0.0,0.0006001949310302735,0.0,0.0006001472473144531,0.001390218734741211,0.0008002758026123047
134,135,0.0,0.0,0.0,0.00039997100830078123,0.0,0.0006169795989990235,0.0012002944946289062,0.0007993221282958984
135,136,0.0,0.0,0.0,0.0004000663757324219,0.00020003318786621094,0.0004000663757324219,0.0013919830322265624,0.0008001327514648438
136,137,0.0,0.0,0.0,0.0004001140594482422,0.0,0.0005902767181396485,0.001400327682495117,0.0006075382232666015
137,138,0.0,0.0,0.00019998550415039061,0.0004001140594482422,0.0,0.0006000995635986328,0.0011997222900390625,0.0006001472473144531
138,139,0.0,0.0,0.0,0.0004001140594482422,0.0,0.0005918025970458984,0.0012002944946289062,0.0006001472473144531
139,140,0.0,0.0,0.0,0.0004000663757324219,0.0,0.0006001472473144531,0.0010169506072998046,0.0006000518798828125
140,141,0.0,0.0,0.0,0.0004001617431640625,0.0,0.0005825996398925781,0.001200246810913086,0.0006067276000976563
141,142,0.0,0.0,0.0,0.00040001869201660155,0.00020017623901367188,0.0006001472473144531,0.0014051437377929688,0.0007983684539794922
142,143,0.0,0.0,0.0,0.00040187835693359373,0.0,0.0006000518798828125,0.001202869415283203,0.000600433349609375
143,144,0.0,0.0,0.0,0.0004001617431640625,0.0,0.0006020545959472656,0.0012032508850097657,0.0006000995635986328
144,145,0.0,0.0,0.00020003318786621094,0.00026903152465820315,0.0001979351043701172,0.0006000995635986328,0.0012070178985595704,0.0005981922149658203
145,146,0.0,0.0,0.00019998550415039061,0.0004000663757324219,0.0,0.0005984783172607421,0.0014020442962646485,0.0006000995635986328
146,147,0.0,0.0,0.0,0.00040283203125,0.00020003318786621094,0.0006002426147460937,0.001203012466430664,0.0008002281188964844
147,148,0.0,0.0,0.0,0.0004000663757324219,0.0,0.0006054401397705078,0.0013924121856689453,0.0008002281188964844
148,149,0.0,0.0,0.0,0.00040001869201660155,0.0,0.0007980823516845703,0.001200389862060547,0.0008021354675292969
